 H-PET_1.txt
L95PPU             U95PPU         M95PPU
6.276123         6.321570         6.290125       
1.381098         1.417660         1.395750       
0.229080         0.236560         0.235375       
0.000000         0.000000         0.000000       
23.239870        23.602545        23.574001      
24.019930        24.388220        24.359249      
39.264961        49.838020        48.229374      
36.371151        57.632389        53.901379      
17.198061        38.357273        34.612125      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.411024         3.422160         3.413875       
10.072100        10.099902        10.082500      
18.745350        19.153013        19.116499      
22.980309        23.290504        23.263750      
21.732389        21.956360        21.937124      
44.408371        51.749020        50.769501      
35.257698        46.180817        44.582001      
23.996279        34.880085        33.301128      
26.544670        44.952991        41.591248      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.458010         0.459893         0.459500       
29.761688        35.258984        34.562126      
32.397980        38.297096        37.565498      
35.463459        41.501209        40.760376      
72.990555        110.656143       100.449120     
68.162300        106.566345       99.079872      
63.634247        105.826096       96.714874      
50.132599        86.279686        78.670753      
0.030143         8.500421         4.620250       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
1.567060         1.600480         1.576500       
10.495641        10.646523        10.622500      
14.090380        14.219637        14.201375      
32.237877        37.940296        37.202873      
23.590599        29.454128        28.705624      
19.071579        24.745913        24.016251      
16.473640        22.153582        21.429501      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.002000         0.002000         0.002000       
8.503090         8.511523         8.510376       
24.079100        25.306139        25.179501      
20.706779        21.529167        21.444376      
26.633480        28.551771        28.343372      
25.588980        27.085770        26.909876      
36.892109        67.406342        57.861500      
29.396391        59.672794        50.350502      
1.040660         30.128927        21.269501      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.837010         5.837948         5.837875       
8.848089         8.856492         8.854251       
27.435928        29.115376        28.925625      
47.962318        56.790665        55.285374      
42.073479        50.916821        49.416000      
31.985140        40.703049        39.221001      
32.949520        43.387791        41.690620      
23.986420        32.824135        31.354250      
0.056660         5.360035         4.231625       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
