 H-PET_1.txt
L95PPU             U95PPU         M95PPU
0.046790         4.426334         3.520625       
1.000000         1.000000         1.000000       
1.000000         1.000000         1.000000       
4.470870         4.552401         4.545500       
6.575210         6.688606         6.679875       
9.026990         9.400908         9.369374       
14.140699        17.017725        16.776751      

 S-WYLD_1.txt
L95PPU             U95PPU         M95PPU
0.088748         12.202571        2.305250       
1.860870         22.186817        11.700875      
0.094060         12.185899        2.546500       
1.685697         31.069372        10.017375      
0.076663         2.177450         0.555125       
0.019275         0.492300         0.178000       
0.010990         0.378280         0.146250       
0.005745         0.282140         0.118375       
0.003545         0.207920         0.095250       
0.016645         1.368940         0.272000       
0.024589         3.007160         0.493625       
0.043940         8.922520         1.411250       
0.043128         6.798611         1.151500       
0.053272         14.129591        2.384750       
0.680883         35.140289        9.291876       
5.273914         30.290007        11.738625      
1.944873         12.195662        4.506875       
0.035180         2.587220         0.869250       
0.018358         2.005990         0.663250       
0.011023         1.503370         0.542375       
0.006940         1.109440         0.435625       
0.028800         3.664600         0.878500       
0.024827         0.810640         0.394000       
0.176803         31.267532        7.798250       
3.521790         17.875525        12.353000      
4.104240         28.506325        17.130001      
0.181710         5.383090         1.736750       
1.916188         22.419422        6.962125       
0.773045         11.938108        2.892750       
0.060585         3.987619         0.882125       
0.018983         0.754490         0.259625       
0.011487         0.563350         0.209625       
0.007087         0.414900         0.167750       
0.004925         0.351800         0.145250       
0.017048         1.895320         0.377125       
0.051737         9.931058         1.818875       
0.042980         7.084560         1.867250       
0.050117         6.754551         2.285750       
0.169717         30.115911        7.507500       
0.105072         14.522480        2.985875       
0.137198         17.397066        3.806500       
0.087942         6.557031         1.393000       
0.022563         0.231250         0.103750       
0.012510         0.201720         0.081500       
0.007448         0.173470         0.065500       
0.019062         3.395410         0.550750       
0.220952         45.670677        10.545875      
1.547380         12.859699        3.947375       
4.895050         23.256950        10.138125      
3.628240         9.078320         6.007625       
3.678863         23.661846        8.658875       
0.618390         8.830540         4.086875       
0.287630         5.954179         2.793625       
0.024868         3.314710         1.193750       
0.014918         2.581310         1.014375       
0.010455         2.056080         0.845125       
0.007705         1.753260         0.686500       
0.021760         1.623040         0.720875       
0.197292         43.020786        10.586625      
0.090880         1.367840         0.718625       
0.086010         6.192861         1.697625       
0.049052         3.407530         0.917750       
0.037340         2.979100         0.717875       
0.087404         18.834860        4.098875       
0.068466         4.924690         0.945625       
0.035287         0.670980         0.236625       
0.014603         0.609130         0.194000       
0.008423         0.536170         0.164000       
0.016315         1.617180         0.355875       
0.014892         0.428780         0.131250       
0.009772         0.367980         0.109125       
0.003718         0.336870         0.097375       
0.027597         4.965740         0.767500       
0.018242         2.380850         0.398625       
0.101317         20.329699        3.451750       
0.121188         19.721088        3.776750       
0.089415         8.675570         1.705000       
0.025475         0.201700         0.093125       
0.012342         0.172740         0.072000       
0.006300         0.147000         0.058000       
0.011855         0.329060         0.092750       
0.022394         2.878680         0.438875       
0.032560         4.296560         0.631500       
0.027647         2.398290         0.372000       
0.019928         0.450520         0.102375       
0.347765         14.919291        6.391875       
0.055078         6.587269         1.276875       
0.030447         2.271090         0.363000       
0.081874         18.119410        3.683875       
0.056028         2.299810         0.417875       
0.089350         12.779752        3.047625       
0.022390         0.167080         0.061375       
0.013274         0.140410         0.044000       
0.007258         0.126970         0.035875       
0.085687         16.064159        2.477000       
0.048193         2.773550         0.434125       
0.027247         1.278640         0.234125       
0.296850         41.121147        13.246250      
2.843120         24.560480        10.489000      
1.516912         15.396079        4.505500       
0.378286         7.934990         1.891375       
0.044050         1.169950         0.375500       
0.031157         0.908710         0.379250       
0.028660         1.046140         0.390625       
0.011312         0.498250         0.191125       
0.016263         0.645470         0.251625       
0.023210         1.471590         0.354875       
0.018153         0.894780         0.243875       
0.065472         13.139191        2.241375       
0.035617         2.050100         0.381125       
0.026530         1.435740         0.288500       
0.036250         4.748751         0.726250       
0.027417         0.421250         0.135625       
0.011400         0.159800         0.063250       
0.012477         0.144990         0.059250       
0.012750         0.291000         0.087500       
0.005282         0.110090         0.039875       
0.008877         1.229020         0.201000       
0.044037         7.862459         1.214750       
0.022577         0.236830         0.075750       
0.034360         4.818360         0.712250       
0.021792         2.170810         0.672125       
0.611830         40.318573        12.605249      
0.088497         6.911639         1.072750       
0.064933         3.926800         0.674500       
0.034840         0.346480         0.101750       
0.012303         0.096630         0.041375       
0.006205         0.082260         0.030750       
0.009434         0.941720         0.150250       
0.015769         1.165340         0.183625       
0.049355         9.716090         1.542125       
0.071533         13.736601        2.509750       
0.057143         0.800000         0.169125       
0.027118         0.070710         0.040000       
0.045567         8.716200         1.357500       
0.036620         3.039620         0.448125       
0.041657         3.718800         0.542125       
0.014295         0.068870         0.028250       
0.007110         0.058150         0.020000       
0.004098         0.049570         0.015250       
0.006242         0.140850         0.031375       
0.008190         0.114020         0.028250       
0.026266         6.048980         0.886750       
0.075566         11.493280        1.706625       

 R-FLOW_3.txt
L95PPU             U95PPU         M95PPU
0.430943         156.240768       40.482246      
41.235550        345.662354       175.613739     
70.278450        600.941650       277.426270     
58.094921        547.577820       177.206253     
12.225420        121.460281       35.506248      
0.176422         8.717398         1.926837       
0.006733         3.757200         0.573200       
0.001123         0.626634         0.092699       
0.000558         0.311178         0.047823       
0.055543         36.158401        5.604181       
0.283500         158.193008       32.486626      
3.796540         80.486458        24.154751      
0.285237         56.023346        13.710500      
70.222633        601.934692       234.507492     
46.221035        777.648376       265.852509     
78.114555        499.032532       192.982498     
34.816174        178.087112       72.916245      
9.191154         44.739834        21.653625      
0.023533         13.131598        2.425412       
0.013495         7.530210         1.445125       
0.009763         5.447940         1.391350       
0.293333         163.680008       26.607121      
14.801901        214.953400       85.845001      
5.138796         347.012115       83.290749      
39.247799        144.509140       107.588745     
128.690994       626.526062       360.274994     
142.601501       549.879028       322.137512     
103.561798       642.636902       227.825012     
62.247749        413.863007       146.075012     
0.406450         75.599686        35.381500      
0.117750         43.802994        12.191250      
0.085275         31.722300        9.169588       
0.051200         23.807997        6.844977       
0.061000         22.692003        9.173850       
6.926052         309.478210       83.850494      
21.271675        185.133072       59.570000      
24.933800        171.786804       91.244995      
56.694199        324.800598       168.980011     
46.049324        557.778870       183.068756     
46.281158        445.859467       128.062500     
48.134819        440.131287       131.167511     
2.498000         52.078007        22.023876      
0.078967         22.031696        6.054250       
0.039400         14.656801        4.263750       
0.023140         10.875799        3.461275       
0.082875         30.829504        8.171750       
2.410510         914.407227       199.864380     
34.954037        302.955322       112.482498     
127.321335       466.852051       242.937500     
134.040329       312.052979       193.112488     
105.988754       547.014954       221.274994     
150.534790       537.881897       255.487503     
115.712334       397.140961       193.025009     
4.241485         90.911194        44.050377      
0.169600         63.091198        20.895000      
0.096260         44.760899        14.810459      
0.077700         36.518997        13.110091      
0.118900         44.230804        18.303795      
75.882103        1330.246094      437.646240     
71.291100        108.593414       95.849998      
65.022400        153.563171       109.292496     
65.863762        318.168396       123.667503     
8.012005         102.917938       35.562374      
72.993950        731.129395       239.692505     
132.763763       564.514893       245.374985     
82.599968        302.210724       143.401245     
0.212725         79.133698        29.943748      
0.152550         56.748604        19.963751      
0.156167         44.038998        16.742905      
0.085640         39.822601        14.946500      
1.294340         66.996857        24.583248      
2.154940         34.664257        14.423750      
1.643048         114.605064       32.495651      
9.090255         386.722443       119.573624     
29.343565        521.490234       130.639999     
165.878998       882.841003       379.549988     
22.714201        199.241196       73.118744      
0.216900         40.343407        17.884251      
0.096867         27.316401        10.171950      
0.044880         20.869198        6.866250       
0.054225         20.171703        6.421875       
0.150550         56.004601        14.407750      
0.214500         39.897003        12.917763      
0.190875         71.005493        16.150200      
0.223700         83.216393        19.597876      
6.402245         219.382568       95.086380      
0.481500         179.117996       42.551750      
2.091596         443.580139       112.737320     
0.538667         300.576050       55.536125      
0.023143         15.065999        2.211725       
0.197280         91.735191        20.597961      
0.000000         0.000000         0.000000       
0.000002         0.000978         0.000131       
0.088817         49.559696        7.676375       
0.784000         437.472046       80.535370      
0.322333         179.861984       32.921124      
0.521677         35.130928        17.288950      
110.906998       654.351013       390.375000     
236.681000       1065.399048      529.587524     
30.229500        300.873962       98.722504      
15.725300        218.031586       64.379997      
0.162609         32.936501        8.670134       
0.038550         21.510899        4.147637       
0.029960         13.931400        3.848637       
0.018950         10.574100        2.461688       
0.024562         9.235499         2.955441       
0.166040         77.208611        14.108500      
0.073500         20.506498        6.185750       
0.658800         306.341980       73.774628      
0.295333         164.795990       33.125874      
1.462178         118.008766       28.658125      
1.880672         195.216492       42.547001      
0.046686         30.392397        4.085000       
0.000000         0.000000         0.000000       
0.033529         21.827099        3.070750       
0.077271         50.303703        6.986125       
0.000000         0.000000         0.000000       
0.060000         39.060001        5.250912       
0.551000         307.458008       59.225250      
2.173650         113.848892       38.852875      
2.414180         132.568222       39.115372      
42.114700        261.507111       162.071259     
40.176147        869.787659       284.275024     
19.782320        271.418793       77.483749      
0.075375         28.039495        6.998917       
0.003607         2.012520         0.518240       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.043486         28.309202        3.811465       
0.086514         56.320801        7.917725       
0.336167         187.580994       29.634438      
0.690604         318.711334       63.227905      
1.646360         42.042953        15.926000      
10.848750        198.280853       118.953751     
0.304833         170.096985       27.980650      
0.193000         107.694008       19.415545      
0.108357         70.540497        10.417712      
0.001733         1.128090         0.151625       
0.052429         34.130997        4.587500       
0.000000         0.000000         0.000000       
0.000163         0.106206         0.014275       
0.034400         22.394400        3.010000       
0.212500         118.574997       18.691750      
0.293667         163.865967       26.609905      

 R-EVAP_1.txt
L95PPU             U95PPU         M95PPU
0.000995         0.000997         0.000996       
0.001892         0.001896         0.001894       
0.004580         0.004587         0.004582       
0.007207         0.007223         0.007212       
0.010521         0.010624         0.010616       
0.008594         0.013983         0.013443       
0.004805         0.013508         0.011292       
0.002532         0.012003         0.008937       
0.001493         0.010037         0.007143       
0.003205         0.005687         0.004944       
0.003729         0.003730         0.003729       
0.001802         0.001804         0.001802       
0.001180         0.001181         0.001180       
0.002288         0.002293         0.002289       
0.003873         0.003883         0.003876       
0.007795         0.007806         0.007800       
0.009881         0.009890         0.009886       
0.011419         0.013237         0.013092       
0.006292         0.014052         0.013010       
0.003352         0.012426         0.010188       
0.001874         0.009513         0.007465       
0.003339         0.005355         0.004969       
0.003041         0.003043         0.003042       
0.001154         0.001158         0.001155       
0.000811         0.000813         0.000812       
0.001816         0.001822         0.001819       
0.003786         0.003789         0.003787       
0.007186         0.007228         0.007222       
0.008093         0.008102         0.008096       
0.012004         0.012398         0.012367       
0.007888         0.013830         0.012925       
0.004556         0.011284         0.009705       
0.003066         0.008948         0.007428       
0.001891         0.006026         0.005185       
0.002439         0.003042         0.002976       
0.001589         0.001590         0.001589       
0.001188         0.001190         0.001188       
0.002273         0.002275         0.002274       
0.004290         0.004300         0.004293       
0.007636         0.007645         0.007638       
0.009586         0.009605         0.009590       
0.012662         0.012859         0.012840       
0.010057         0.013572         0.013282       
0.005726         0.012048         0.010950       
0.003497         0.009771         0.008293       
0.002172         0.005636         0.005067       
0.001765         0.001772         0.001767       
0.000915         0.000916         0.000915       
0.001602         0.001604         0.001602       
0.002464         0.002466         0.002465       
0.004821         0.004828         0.004824       
0.008028         0.008040         0.008034       
0.010242         0.010439         0.010414       
0.007911         0.012662         0.012291       
0.004004         0.013095         0.011285       
0.002181         0.011879         0.009192       
0.001324         0.008678         0.006771       
0.004395         0.005454         0.005325       
0.002828         0.002834         0.002830       
0.001591         0.001592         0.001592       
0.001887         0.001889         0.001888       
0.003115         0.003116         0.003115       
0.005322         0.005324         0.005323       
0.007424         0.007437         0.007428       
0.010700         0.010709         0.010703       
0.010354         0.012564         0.012343       
0.006237         0.013267         0.011605       
0.003188         0.012861         0.009614       
0.003598         0.009401         0.007446       
0.004282         0.005719         0.005601       
0.002267         0.003439         0.003349       
0.001369         0.001850         0.001813       
0.001411         0.001520         0.001511       
0.002732         0.002733         0.002732       
0.003989         0.003997         0.003991       
0.006764         0.006777         0.006767       
0.010700         0.010709         0.010704       
0.011260         0.013144         0.012982       
0.005700         0.013468         0.011335       
0.002878         0.012666         0.008643       
0.003042         0.009564         0.006819       
0.004190         0.005412         0.005192       
0.002992         0.002994         0.002992       
0.002175         0.002176         0.002175       
0.001801         0.001802         0.001801       
0.001948         0.001953         0.001950       
0.004028         0.004030         0.004028       
0.007344         0.008182         0.008058       
0.009477         0.010594         0.010402       
0.013470         0.013479         0.013471       
0.013560         0.013560         0.013560       
0.010112         0.013119         0.012763       
0.005764         0.009045         0.008508       
0.003286         0.006100         0.005619       
0.002620         0.002625         0.002621       
0.001806         0.001807         0.001806       
0.000948         0.000948         0.000948       
0.001680         0.001687         0.001683       
0.004226         0.004230         0.004227       
0.007877         0.007886         0.007880       
0.010440         0.010449         0.010441       
0.012211         0.014141         0.013989       
0.009365         0.013747         0.013052       
0.008758         0.013010         0.012047       
0.004657         0.009499         0.008326       
0.004334         0.006073         0.005743       
0.003043         0.003577         0.003535       
0.002248         0.002248         0.002248       
0.001876         0.001877         0.001876       
0.003550         0.003551         0.003550       
0.005135         0.005136         0.005135       
0.008193         0.008199         0.008194       
0.009868         0.011749         0.011253       
0.005547         0.013634         0.010556       
0.004492         0.013028         0.009383       
0.005150         0.013162         0.009500       
0.002543         0.009119         0.006531       
0.002130         0.006227         0.004708       
0.002856         0.002859         0.002856       
0.001664         0.001664         0.001664       
0.001702         0.001703         0.001702       
0.002530         0.002531         0.002530       
0.004885         0.004953         0.004945       
0.008413         0.008419         0.008414       
0.011471         0.011536         0.011531       
0.010842         0.013809         0.013404       
0.005576         0.014391         0.011669       
0.002856         0.012457         0.008706       
0.001802         0.009195         0.006271       
0.004297         0.005081         0.004923       
0.002606         0.002609         0.002606       
0.001536         0.001538         0.001536       
0.001725         0.001725         0.001725       
0.003204         0.003204         0.003204       
0.006248         0.006255         0.006253       
0.008867         0.008871         0.008868       
0.010717         0.011411         0.011346       
0.006651         0.013921         0.010607       
0.003335         0.012911         0.007331       
0.001805         0.012599         0.005576       
0.002930         0.009364         0.004801       
0.002253         0.005796         0.004202       
0.002199         0.002608         0.002481       
0.001781         0.001784         0.001781       

 R-SED_OUT_1.txt
L95PPU             U95PPU         M95PPU
546.285706       355632.000000    52362.500000   
46696.699219     978486.187500    387803.750000  
891.500000       497457.000000    89019.750000   
48882.925781     1552518.125000   408085.000000  
74.999992        48825.000000     6562.500000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
42.714287        27807.000000     3737.500000    
153.857147       100161.000000    13491.062500   
403.857147       262911.000000    35756.000000   
240.857147       156798.000000    23591.125000   
794.166626       443145.000000    68325.500000   
10250.175781     1095163.875000   244707.750000  
11831.160156     789135.500000    211868.250000  
1434.000000      533448.000000    121217.750000  
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
106.500000       69331.500000     9318.750000    
11.547142        7517.188965      1010.375000    
768.714294       500433.000000    71383.140625   
69607.750000     616791.500000    257206.250000  
55089.667969     775017.000000    258657.500000  
279.428558       181908.000000    26204.974609   
15283.379883     930931.687500    195963.750000  
1097.166626      612219.000000    108497.250000  
180.714279       117645.000000    16236.625000   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
34.557140        22496.699219     3023.750000    
198.428574       129177.000000    17955.482422   
236.000000       131688.000000    22124.837891   
498.000031       185256.000000    42099.125000   
1425.199951      662718.000000    125936.515625  
1112.833374      620961.000000    110505.875000  
1195.000000      666810.000000    122292.875000  
228.800003       106392.000000    20241.125000   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
40.299999        26235.300781     3566.850098    
376.571411       245148.000000    39351.523438   
276.602509       49349.691406     8977.099609    
14434.633789     605082.687500    162405.000000  
1694.741821      334555.750000    103593.171875  
2042.000000      949530.000000    206598.750000  
587.833374       328011.000000    54230.500000   
393.333344       219480.000000    33569.125000   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
16.100000        10481.099609     1408.750000    
540.857117       352098.000000    52936.726563   
5.798571         3774.869629      507.375000     
489.666656       273234.000000    44220.000000   
171.285706       111507.000000    16327.000000   
156.857132       102114.000000    13725.000000   
1750.000000      976500.000000    177352.375000  
248.857147       162006.000000    21775.000000   
4.217143         2745.359619      369.000000     
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
54.528572        35498.101563     4771.250000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
316.714264       206181.000000    27712.500000   
158.000000       102858.000000    13825.000000   
1029.428589      670158.000000    100362.375000  
1536.000000      857088.000000    146111.093750  
812.666626       453468.000000    78680.703125   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
8.481429         5521.410156      742.125000     
42.828571        27881.400391     3747.500000    
84.842857        55232.699219     7423.750000    
54.871426        35721.300781     4801.250000    
21.900002        14256.900391     1916.250000    
10854.070313     532123.500000    208288.625000  
646.166687       360561.000000    59951.875000   
137.428574       89466.000000     12025.000000   
1220.000122      680760.000000    128831.250000  
68.071426        44314.500000     6267.875000    
192.166656       107229.000000    18557.287109   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
145.571426       94767.000000     13948.299805   
29.142857        18972.000000     2550.000000    
50.228573        32698.800781     4804.987305    
4500.404785      1289052.625000   346608.500000  
26512.166016     627594.500000    209467.500000  
1560.250000      580413.000000    129218.125000  
286.666656       159960.000000    26070.375000   
3.540000         2304.540039      309.750000     
6.338572         4126.409668      554.625000     
14.985714        9755.700195      1343.987549    
0.000000         0.000000         0.000000       
7.317143         4763.459961      640.250000     
7.488572         4875.060059      676.000000     
6.432857         4187.790039      562.875000     
532.500000       297135.000000    45432.125000   
118.028572       76836.601563     10327.500000   
60.899998        39645.898438     5328.750000    
321.142853       209064.000000    28100.000000   
18.857143        12276.000000     1650.000000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
10.491428        6829.919922      918.000000     
0.000000         0.000000         0.000000       
67.614288        44016.898438     5916.250000    
177.714279       115692.000000    15953.125000   
7.698572         5011.770020      673.625000     
164.285721       106950.000000    14375.000000   
225.099991       83737.203125     25167.625000   
24442.632813     2313114.750000   690153.750000  
572.285706       372558.000000    51983.750000   
298.142853       194091.000000    28245.375000   
9.538571         6209.610352      834.625000     
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
16.714285        10881.000000     1462.500000    
25.400002        16535.400391     2222.500000    
216.571426       140988.000000    20468.613281   
208.500000       116343.000000    18501.875000   
38.214287        24877.500000     3343.750000    
0.000000         0.000000         0.000000       
674.000000       438774.000000    63796.125000   
239.714279       156054.000000    20975.000000   
75.457138        49122.601563     6602.500000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
2.004286         1304.790039      175.375000     
2.167143         1410.809937      189.625000     
166.428574       108345.000000    14949.875000   
305.285706       198741.000000    27219.763672   

