 H-PET_1.txt
L95PPU             U95PPU         M95PPU
6.371049         6.401361         6.375416       
1.459057         1.493960         1.463833       
0.244045         0.246805         0.246000       
0.000000         0.000000         0.000000       
23.820030        23.821896        23.821753      
24.595045        24.597836        24.597664      
46.551395        51.111668        50.838161      
48.755501        59.659885        58.939167      
29.439276        40.329689        39.603672      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.472012         3.479361         3.472833       
10.245031        10.264319        10.247750      
19.422009        19.425747        19.422832      
23.575090        23.580662        23.579996      
22.214075        22.218733        22.218498      
49.356686        52.505901        52.334248      
42.229324        47.220181        46.935917      
31.011766        35.905701        35.629326      
35.880791        46.492538        45.806583      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.460015         0.460947         0.460917       
34.280125        36.214027        36.122585      
37.504440        39.457901        39.365749      
40.736366        42.685169        42.593166      
88.549637        113.433510       110.903679     
86.845222        107.673576       106.268166     
83.306778        107.400826       105.468498     
67.831345        87.797607        86.213509      
0.072360         9.133440         7.785750       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
1.622020         1.635800         1.623416       
10.815060        10.822360        10.816669      
14.445009        14.448685        14.446000      
36.672943        38.906025        38.798084      
28.213865        30.442272        30.334333      
23.569281        25.761335        25.655413      
21.016560        23.163889        23.060835      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.002000         0.002000         0.002000       
8.612031         8.613897         8.613832       
25.353577        25.637922        25.628578      
21.606031        21.794355        21.788080      
28.508001        29.067360        29.049002      
27.055925        27.610626        27.592417      
47.099270        70.221367        67.310165      
39.874439        62.137535        59.374249      
11.218430        32.425022        29.816086      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.908000         5.908000         5.908000       
8.994150         9.003467         9.002582       
29.037561        29.507423        29.488581      
53.743404        58.055767        57.769836      
47.893627        52.157528        51.875000      
37.658710        41.865765        41.587006      
39.784348        44.652187        44.346340      
29.811722        33.957260        33.687080      
2.411395         6.226070         5.970167       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
