 H-PET_1.txt
L95PPU             U95PPU         M95PPU
1.560505         4.512149         4.321833       
1.000000         1.000000         1.000000       
1.000000         1.000000         1.000000       
4.556002         4.556936         4.556167       
6.695000         6.695000         6.695000       
9.396405         9.421576         9.419166       
16.977091        17.169132        17.161165      

 S-WYLD_1.txt
L95PPU             U95PPU         M95PPU
0.086185         2.420360         0.847083       
0.972025         18.122599        4.995667       
0.086390         3.451760         0.907417       
1.478253         15.312558        4.009333       
0.086185         1.086958         0.741500       
0.052040         0.920180         0.624083       
0.036185         0.851457         0.575833       
0.026955         0.767368         0.516333       
0.020500         0.670800         0.450583       
0.023840         0.633264         0.427250       
0.028490         0.554304         0.389167       
0.039237         1.284800         0.464500       
0.039738         1.102800         0.442000       
0.039456         2.838600         0.572083       
0.588728         15.118479        2.824250       
1.582614         17.552479        4.663250       
0.211475         5.428800         2.416917       
0.094170         2.024632         1.481083       
0.063845         1.850312         1.367833       
0.046770         1.642792         1.223833       
0.036335         1.419616         1.062917       
0.040685         1.321776         0.991417       
0.039925         1.151275         0.870750       
0.114874         13.509356        2.683417       
2.080787         17.667526        6.464250       
2.113150         24.176098        8.039416       
0.126240         1.950720         1.395167       
1.082975         10.411398        3.216500       
0.150035         3.289480         1.737667       
0.084645         1.794027         1.182000       
0.058590         1.640905         1.067750       
0.043860         1.457370         0.958417       
0.033815         1.259043         0.834333       
0.029345         1.163677         0.772000       
0.028900         1.013640         0.678917       
0.055165         2.630240         0.910250       
0.048660         3.048960         1.032833       
0.045785         3.666440         1.098750       
0.123363         12.591999        2.326333       
0.096810         4.271040         1.017333       
0.123221         5.357760         1.214500       
0.089285         1.948960         0.654083       
0.049565         0.574885         0.383583       
0.032950         0.520550         0.336917       
0.023170         0.462930         0.291500       
0.021815         0.493320         0.302083       
0.162725         17.751999        2.706417       
0.401829         5.468400         1.456250       
1.002615         13.010158        4.076833       
0.439700         6.756599         3.073750       
0.323450         12.658598        3.936917       
0.146610         3.652656         3.048250       
0.127685         3.458711         2.826583       
0.088545         2.976551         2.317583       
0.069080         2.740040         2.130000       
0.056520         2.444760         1.914417       
0.046390         2.116570         1.673583       
0.049900         1.968275         1.565750       
0.135078         18.552837        3.858917       
0.101960         1.651560         1.348167       
0.084815         2.004320         1.414833       
0.059515         1.269445         1.054667       
0.054160         1.302736         0.989583       
0.139760         5.736280         1.606417       
0.081430         1.150470         0.858667       
0.052705         1.015945         0.730917       
0.039180         0.970220         0.676333       
0.029160         0.897640         0.607000       
0.025780         0.809620         0.533167       
0.027330         0.783570         0.503500       
0.021145         0.704705         0.440333       
0.018755         0.678395         0.412500       
0.031005         0.644645         0.391917       
0.023655         0.554495         0.327667       
0.072892         3.937280         0.783750       
0.094865         5.523200         0.991250       
0.081527         2.382280         0.596833       
0.048810         0.466490         0.274667       
0.029585         0.433465         0.243250       
0.020135         0.396415         0.214333       
0.016550         0.356950         0.188167       
0.024340         0.351860         0.186333       
0.030830         0.327070         0.175667       
0.029665         0.315785         0.164583       
0.023350         0.290150         0.146333       
0.124585         11.466918        2.261417       
0.044778         1.894800         0.369333       
0.032495         0.246855         0.137417       
0.053390         6.415839         0.892750       
0.057615         0.497440         0.174750       
0.072668         6.605039         0.928750       
0.036745         0.205105         0.118583       
0.021475         0.170800         0.094667       
0.015385         0.159280         0.084750       
0.060229         2.037760         0.305417       
0.046043         0.174965         0.107833       
0.026688         0.232000         0.094917       
0.119495         22.432236        3.914500       
0.736036         15.443480        4.005500       
0.251805         5.851040         1.683833       
0.100040         1.852120         1.036917       
0.064195         1.005272         0.727250       
0.047055         0.917528         0.669500       
0.040555         0.818128         0.613167       
0.027890         0.702344         0.521917       
0.025125         0.652200         0.487750       
0.026880         0.576848         0.448250       
0.024310         0.539530         0.403917       
0.063885         2.726560         0.646250       
0.039090         0.416960         0.324583       
0.030135         0.410505         0.316417       
0.034520         0.376760         0.284750       
0.031310         0.359645         0.265000       
0.020770         0.313330         0.225833       
0.016590         0.298110         0.209083       
0.016260         0.277540         0.190333       
0.011840         0.247360         0.164667       
0.011675         0.237075         0.154333       
0.035360         1.016240         0.243500       
0.025210         0.222090         0.145250       
0.031440         0.299320         0.157167       
0.018646         1.152200         0.285250       
0.190883         22.166597        3.822750       
0.094465         0.545560         0.215417       
0.069807         0.654720         0.201083       
0.041130         0.171770         0.115667       
0.024055         0.150095         0.094667       
0.014920         0.132680         0.079333       
0.010725         0.116525         0.067417       
0.015665         0.117785         0.069583       
0.034318         1.596000         0.225417       
0.052484         3.410520         0.483333       
0.059350         0.142150         0.101000       
0.030125         0.099125         0.064417       
0.031838         1.270160         0.181000       
0.034110         0.102190         0.067833       
0.037080         0.103320         0.069833       
0.020915         0.077340         0.048750       
0.012450         0.068100         0.039250       
0.008420         0.060360         0.033000       
0.007375         0.053750         0.028750       
0.008360         0.052880         0.028667       
0.017776         0.540480         0.080000       
0.059396         1.000080         0.161000       

 R-FLOW_1.txt
L95PPU             U95PPU         M95PPU
0.038748         1.116511         0.389924       
0.494494         9.256528         2.550375       
0.035206         1.588217         0.414127       
0.697873         7.295152         1.904692       
0.029136         0.490781         0.331573       
0.010479         0.424437         0.283315       
0.006200         0.379177         0.251979       
0.005433         0.341917         0.226101       
0.004920         0.309632         0.204780       
0.006489         0.286520         0.191544       
0.009967         0.260781         0.181820       
0.016096         0.591090         0.212612       
0.017054         0.507870         0.202812       
0.017874         1.448122         0.290050       
0.267750         6.972984         1.299433       
0.747052         8.362440         2.215808       
0.087506         2.495168         1.105433       
0.031673         0.951550         0.692893       
0.015628         0.839252         0.616752       
0.011846         0.745477         0.552083       
0.010601         0.667125         0.497158       
0.013757         0.604396         0.452043       
0.016126         0.546060         0.412175       
0.052213         6.232688         1.237202       
0.959482         8.151668         2.982350       
1.040173         11.921515        3.964083       
0.054258         0.896360         0.640075       
0.509305         4.957119         1.526558       
0.061291         1.509942         0.793773       
0.027984         0.843163         0.551242       
0.013830         0.742996         0.478595       
0.010583         0.660885         0.430670       
0.009426         0.591325         0.388743       
0.008472         0.530629         0.350056       
0.010764         0.480391         0.320654       
0.023696         1.211834         0.418386       
0.021300         1.405633         0.475379       
0.020931         1.871226         0.559168       
0.052617         5.806818         1.069327       
0.038706         2.028986         0.477436       
0.047488         2.462508         0.550804       
0.029628         0.916359         0.299011       
0.009042         0.251472         0.163254       
0.003861         0.227873         0.143140       
0.003378         0.210562         0.129060       
0.004545         0.221795         0.133520       
0.075978         8.463463         1.288865       
0.184657         2.522256         0.671117       
0.461076         6.001585         1.879725       
0.222293         3.449704         1.568067       
0.144685         5.836826         1.811945       
0.062099         1.734206         1.445425       
0.048351         1.585352         1.293790       
0.029271         1.406661         1.092114       
0.020118         1.251194         0.969338       
0.017715         1.116045         0.871367       
0.015888         1.000755         0.789250       
0.017201         0.902786         0.717028       
0.061812         8.844076         1.837389       
0.045150         0.760322         0.620536       
0.037030         0.922708         0.650921       
0.027344         0.645729         0.535831       
0.019838         0.595688         0.451328       
0.059521         2.728103         0.758666       
0.026912         0.520152         0.385564       
0.012353         0.471930         0.335847       
0.007051         0.434033         0.298665       
0.006434         0.401022         0.267128       
0.006198         0.376628         0.244818       
0.006864         0.355937         0.226669       
0.006628         0.332758         0.206518       
0.006928         0.311296         0.188525       
0.012606         0.295979         0.179302       
0.008798         0.270696         0.158950       
0.029861         1.812658         0.357656       
0.038488         2.627500         0.465997       
0.026753         1.088382         0.264689       
0.010013         0.209319         0.117765       
0.003077         0.186258         0.098534       
0.002730         0.170170         0.086251       
0.002636         0.160543         0.080198       
0.005735         0.157012         0.080491       
0.011683         0.153108         0.080781       
0.011317         0.143370         0.073676       
0.008875         0.132001         0.065733       
0.061908         5.857151         1.153563       
0.016653         0.870133         0.166378       
0.007413         0.109395         0.057297       
0.013944         2.950252         0.401433       
0.014133         0.223725         0.069888       
0.020173         3.034460         0.415008       
0.003981         0.080028         0.041347       
0.001631         0.072404         0.035939       
0.001274         0.067395         0.032868       
0.026150         0.968889         0.143108       
0.019361         0.078879         0.047902       
0.011496         0.105922         0.042776       
0.059525         11.457105        1.998286       
0.335561         7.122616         1.844267       
0.112299         2.782004         0.795038       
0.035818         0.844145         0.468093       
0.016457         0.465153         0.332539       
0.008148         0.409412         0.295027       
0.006621         0.364525         0.269803       
0.005176         0.325114         0.239249       
0.005743         0.294683         0.218925       
0.009218         0.271679         0.210202       
0.008861         0.246921         0.184213       
0.027569         1.256278         0.296306       
0.016473         0.209634         0.162239       
0.009047         0.184522         0.140991       
0.008358         0.171549         0.127542       
0.003532         0.154068         0.110472       
0.002180         0.135856         0.094133       
0.001998         0.124542         0.083606       
0.001845         0.115005         0.074902       
0.001746         0.108834         0.069491       
0.001736         0.103229         0.065070       
0.013888         0.481974         0.113270       
0.010169         0.100704         0.065312       
0.012739         0.136371         0.070815       
0.006530         0.565758         0.138080       
0.082979         10.226363        1.759393       
0.036485         0.251593         0.094260       
0.020600         0.290718         0.081309       
0.006053         0.068134         0.041208       
0.000890         0.054801         0.029172       
0.000781         0.048676         0.024182       
0.000745         0.046451         0.022970       
0.002367         0.049285         0.027015       
0.013945         0.758555         0.104926       
0.022840         1.572065         0.221547       
0.025711         0.063808         0.044782       
0.012119         0.047640         0.029658       
0.008477         0.579842         0.077210       
0.007470         0.039974         0.023543       
0.005962         0.036446         0.020755       
0.000183         0.022955         0.009441       
0.000058         0.017820         0.005837       
0.000030         0.014582         0.003900       
0.000052         0.015879         0.004952       
0.000155         0.018569         0.007393       
0.005858         0.255095         0.035504       
0.026816         0.475156         0.075065       

 R-EVAP_1.txt
L95PPU             U95PPU         M95PPU
0.000995         0.000996         0.000996       
0.001892         0.001896         0.001893       
0.004580         0.004583         0.004582       
0.007207         0.007215         0.007210       
0.010630         0.010630         0.010630       
0.014241         0.014297         0.014292       
0.010711         0.013852         0.013746       
0.006816         0.012253         0.012074       
0.004871         0.010237         0.010060       
0.004445         0.005762         0.005717       
0.003729         0.003730         0.003729       
0.001802         0.001803         0.001802       
0.001180         0.001180         0.001180       
0.002288         0.002290         0.002288       
0.003873         0.003878         0.003874       
0.007790         0.007800         0.007795       
0.009878         0.009887         0.009886       
0.013330         0.013339         0.013337       
0.014037         0.014475         0.014456       
0.009745         0.012788         0.012686       
0.006518         0.009778         0.009670       
0.004965         0.005447         0.005431       
0.003041         0.003043         0.003042       
0.001154         0.001156         0.001155       
0.000811         0.000813         0.000811       
0.001816         0.001821         0.001817       
0.003786         0.003789         0.003788       
0.007224         0.007230         0.007227       
0.008092         0.008100         0.008097       
0.012420         0.012429         0.012422       
0.013481         0.014143         0.014121       
0.009432         0.011569         0.011497       
0.006762         0.009163         0.009083       
0.005042         0.006206         0.006167       
0.003047         0.003075         0.003074       
0.001589         0.001589         0.001589       
0.001188         0.001189         0.001188       
0.002273         0.002275         0.002274       
0.004290         0.004296         0.004293       
0.007636         0.007640         0.007639       
0.009586         0.009593         0.009590       
0.012860         0.012869         0.012867       
0.013770         0.013770         0.013770       
0.011199         0.012355         0.012317       
0.007768         0.010013         0.009939       
0.005157         0.005803         0.005782       
0.001765         0.001768         0.001765       
0.000914         0.000915         0.000915       
0.001600         0.001603         0.001601       
0.002462         0.002465         0.002464       
0.004818         0.004824         0.004823       
0.008027         0.008037         0.008035       
0.010430         0.010439         0.010438       
0.012920         0.012929         0.012927       
0.011906         0.013538         0.013483       
0.008251         0.012225         0.012094       
0.006281         0.008960         0.008871       
0.005512         0.005518         0.005516       
0.002828         0.002831         0.002830       
0.001591         0.001592         0.001592       
0.001887         0.001888         0.001888       
0.003115         0.003116         0.003116       
0.005322         0.005324         0.005324       
0.007424         0.007430         0.007428       
0.010700         0.010709         0.010708       
0.012651         0.012688         0.012687       
0.011237         0.013549         0.013471       
0.007199         0.013106         0.012909       
0.006014         0.009547         0.009429       
0.005799         0.005803         0.005801       
0.003505         0.003507         0.003505       
0.001877         0.001878         0.001877       
0.001526         0.001526         0.001526       
0.002732         0.002733         0.002732       
0.003989         0.003991         0.003990       
0.006764         0.006770         0.006765       
0.010700         0.010709         0.010702       
0.013230         0.013249         0.013248       
0.010798         0.013772         0.013674       
0.006609         0.012904         0.012697       
0.005385         0.009715         0.009573       
0.005201         0.005469         0.005460       
0.002992         0.002992         0.002992       
0.002175         0.002175         0.002175       
0.001801         0.001801         0.001801       
0.001948         0.001952         0.001949       
0.004028         0.004029         0.004028       
0.008108         0.008224         0.008221       
0.010443         0.010648         0.010642       
0.013470         0.013470         0.013470       
0.013560         0.013560         0.013560       
0.013044         0.013277         0.013269       
0.008674         0.009208         0.009190       
0.005702         0.006235         0.006217       
0.002620         0.002621         0.002620       
0.001806         0.001806         0.001806       
0.000948         0.000948         0.000948       
0.001680         0.001686         0.001681       
0.004223         0.004228         0.004225       
0.007875         0.007881         0.007878       
0.010440         0.010440         0.010440       
0.014250         0.014250         0.014250       
0.013547         0.013976         0.013960       
0.011891         0.013187         0.013144       
0.007978         0.009691         0.009633       
0.005714         0.006153         0.006137       
0.003606         0.003608         0.003607       
0.002248         0.002248         0.002248       
0.001876         0.001876         0.001876       
0.003550         0.003550         0.003550       
0.005135         0.005135         0.005135       
0.008193         0.008193         0.008193       
0.010954         0.011811         0.011783       
0.007679         0.013766         0.013566       
0.005693         0.013111         0.012867       
0.005624         0.013201         0.012953       
0.004048         0.009214         0.009044       
0.003324         0.006300         0.006202       
0.002856         0.002857         0.002856       
0.001664         0.001664         0.001664       
0.001702         0.001702         0.001702       
0.002530         0.002531         0.002530       
0.004952         0.004958         0.004953       
0.008413         0.008414         0.008413       
0.011540         0.011540         0.011540       
0.013753         0.013968         0.013961       
0.010290         0.014663         0.014519       
0.006171         0.012672         0.012459       
0.004289         0.009357         0.009191       
0.004917         0.005116         0.005109       
0.002606         0.002606         0.002606       
0.001536         0.001537         0.001536       
0.001725         0.001725         0.001725       
0.003204         0.003204         0.003204       
0.006254         0.006256         0.006254       
0.008867         0.008867         0.008867       
0.011430         0.011449         0.011448       
0.009489         0.014126         0.013778       
0.005662         0.013211         0.012341       
0.003811         0.012890         0.011258       
0.003273         0.009487         0.008726       
0.003591         0.005894         0.005742       
0.002443         0.002623         0.002616       
0.001781         0.001781         0.001781       

 R-SED_OUT_1.txt
L95PPU             U95PPU         M95PPU
43.575001        26725.998047     3111.416748    
6894.066406      592567.750000    134362.328125  
158.399994       97151.992188     12600.833008   
11625.387695     582276.812500    118011.664063  
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.643636         434.240051       39.333332      
6.685909         4510.760254      408.583344     
25.500000        15639.999023     1780.166626    
95.489998        58567.195313     6315.833496    
599.249939       367539.968750    55266.808594   
634.833313       350427.968750    57937.183594   
310.350006       190347.984375    26572.333984   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
31.019999        19025.597656     2395.199951    
21206.550781     324550.375000    106738.335938  
18129.949219     282941.312500    91951.664063   
17.900002        9880.798828      1207.000000    
968.482361       235559.171875    41791.199219   
174.899994       107271.992188    14534.750000   
5.423182         3658.839844      331.416656     
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
6.507273         4390.239746      436.291656     
27.255001        16716.398438     2469.166748    
76.904999        47937.449219     8385.500000    
246.449997       151155.984375    20214.166016   
216.300003       132663.984375    16178.284180   
224.699982       137815.984375    18111.166016   
45.719997        28041.597656     3498.333252    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.593182         400.200012       36.250000      
39.945000        24499.597656     3509.483398    
11.971875        5874.199219      1147.557495    
796.611023       194612.046875    41755.902344   
253.166672       139747.984375    26997.000000   
490.800018       301023.968750    42483.667969   
100.439995       61603.195313     6928.333496    
45.224998        27737.998047     2964.000000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
38.760002        23772.798828     3179.541748    
0.000000         0.000000         0.000000       
62.700001        38455.996094     4723.333496    
14.697000        9014.159180      958.666687     
0.000000         0.000000         0.000000       
329.850006       202307.984375    26223.000000   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
1.031455         695.888062       63.033337      
0.000000         0.000000         0.000000       
115.980003       71134.390625     7497.500000    
285.599976       175167.984375    20253.333984   
157.499985       96599.992188     11419.166992   
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
635.166626       350611.968750    67222.000000   
111.644997       68475.593750     7870.833496    
0.549136         370.483978       33.558334      
339.449982       208195.984375    24312.500000   
4.575000         3086.600098      279.583344     
36.750000        22539.998047     2654.416748    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
14.263637        9623.200195      916.516663     
0.000000         0.000000         0.000000       
3.555000         2180.399902      248.349991     
987.150024       605451.937500    91169.250000   
3632.068115      314603.718750    68018.500000   
299.999969       183999.984375    26807.166016   
36.855000        22604.398438     2840.750000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.590182         398.175995       36.066666      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.357818         241.408020       21.866667      
0.000000         0.000000         0.000000       
62.877274        42421.199219     4100.083496    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.560909         3751.760010      339.833344     
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
73.904999        45328.394531     7510.000000    
2245.000000      1239239.875000   197835.671875  
26.331820        17765.199219     1609.166626    
26.209093        17682.400391     1666.375000    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
18.150000        12245.200195     1152.516724    
28.514999        17489.199219     1928.666626    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
60.872726        41068.800781     3803.833252    
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.270455         3555.800049      322.083344     
7.277728         4910.040039      444.750000     

