.	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
q_0	0.1294	0.3625	0.1206	0.1013	0.00204	0.1096	1.283	0.1668	0.1945	0.4664	0.4341	0.5843	0.5718	1.744	0.4655	0.05725	0.002027	0.2349	0.1072	0.1647	0.2201	0.000382	0.002746	0.01342	0.1839	0.5407	0.1454	0.1442	0.002116	0.1542	1.885	0.181	0.2827	0.6725	0.622	0.8292	0.8218	2.481	0.6634	0.08029	0.002098	0.3358	0.1519	0.2424	0.309
q_0.005	0.131281	0.366361	0.121194	0.1021415	0.00204	0.1103425	1.28696	0.1668	0.1947475	0.4664	0.4341	0.584399	0.572295	1.74697	0.4655	0.0577945	0.002027	0.2378205	0.108289	0.166185	0.2204465	0.000382	0.00279352	0.01389025	0.1866225	0.546442	0.1461425	0.1455365	0.002116	0.155388	1.89094	0.1810495	0.282997	0.6725	0.622	0.829299	0.8225425	2.48496	0.663895	0.08128495	0.002098	0.3400075	0.1535335	0.2446275	0.3094455
q_0.01	0.133162	0.370222	0.121788	0.102983	0.00204	0.111085	1.29092	0.1668	0.194995	0.4664	0.4341	0.584498	0.57279	1.74994	0.4655	0.058339	0.002027	0.240741	0.109378	0.16767	0.220793	0.000382	0.00284104	0.0143605	0.189345	0.552184	0.146885	0.146873	0.002116	0.156576	1.89688	0.181099	0.283294	0.6725	0.622	0.829398	0.823285	2.48892	0.66439	0.0822799	0.002098	0.344215	0.155167	0.246855	0.309891
q_0.015	0.1341215	0.3719005	0.122285	0.103776	0.002040485	0.1123125	1.29294	0.166994	0.1950485	0.4664485	0.4342455	0.5847425	0.572897	1.752425	0.4655485	0.0588059	0.002027485	0.242158	0.1100305	0.1683305	0.2213335	0.000382	0.00286431	0.01474345	0.1907095	0.5545795	0.1474335	0.14787	0.002116	0.158249	1.899425	0.1812455	0.283397	0.6725	0.6221455	0.8295455	0.823688	2.49191	0.6645455	0.0829402	0.002098485	0.346046	0.1559275	0.247773	0.3106275
q_0.02	0.135062	0.373534	0.12278	0.104568	0.00204098	0.11355	1.29492	0.167192	0.195098	0.466498	0.434394	0.58499	0.572996	1.7549	0.465598	0.0592712	0.00202798	0.243544	0.110674	0.168974	0.221878	0.000382	0.00288708	0.0151246	0.192046	0.556906	0.147978	0.14886	0.002116	0.159932	1.9019	0.181394	0.283496	0.6725	0.622294	0.829694	0.824084	2.49488	0.664694	0.0835936	0.00209898	0.347828	0.15667	0.248664	0.31137
q_0.025	0.13567	0.37474	0.12299	0.1048375	0.002041	0.1136	1.29595	0.167295	0.195195	0.4665	0.4344	0.585	0.57319	1.755475	0.4656475	0.05956075	0.00202895	0.2444075	0.1110325	0.1694275	0.2219475	0.000382475	0.00294975	0.01531575	0.192955	0.55871	0.1482375	0.1493275	0.002116	0.160095	1.9039	0.181495	0.2835475	0.6725475	0.6223475	0.82989	0.82467	2.495475	0.6647	0.08403325	0.00209995	0.3491825	0.1572225	0.249365	0.311495
q_0.03	0.136264	0.375928	0.123188	0.105085	0.002041	0.1136	1.29694	0.167394	0.195294	0.4665	0.4344	0.585	0.573388	1.75597	0.465697	0.0598429	0.00202994	0.245249	0.111379	0.169873	0.221997	0.00038297	0.0030141	0.0154989	0.193846	0.560492	0.148485	0.149773	0.002116	0.160194	1.90588	0.181594	0.283597	0.672597	0.622397	0.830088	0.825264	2.49597	0.6647	0.0844639	0.00210094	0.350519	0.157767	0.250058	0.311594
q_0.035	0.136486	0.376558	0.1232465	0.105193	0.002041	0.113972	1.29793	0.1674465	0.195393	0.4665465	0.434865	0.5850465	0.573493	1.756465	0.4658395	0.05992045	0.00203	0.2457185	0.111493	0.170179	0.222093	0.000383	0.00302916	0.01551465	0.1942255	0.561437	0.1485465	0.1498465	0.002116	0.1606185	1.90693	0.1816465	0.283786	0.6726	0.622958	0.830286	0.825393	2.496	0.664886	0.0846295	0.002101	0.351251	0.1580325	0.2505185	0.3117395
q_0.04	0.136684	0.377152	0.123296	0.105292	0.002041	0.114368	1.29892	0.167496	0.195492	0.466596	0.43536	0.585096	0.573592	1.75696	0.465988	0.0599848	0.00203	0.246164	0.111592	0.170476	0.222192	0.000383	0.00304104	0.0155196	0.194572	0.562328	0.148596	0.149896	0.002116	0.161064	1.90792	0.181696	0.283984	0.6726	0.623552	0.830484	0.825492	2.496	0.665084	0.084778	0.002101	0.351944	0.15828	0.250964	0.311888
q_0.045	0.1409315	0.3849805	0.124938	0.107757	0.002042365	0.1175395	1.30992	0.16841	0.1955455	0.4666	0.4354	0.5851	0.5737365	1.762005	0.466182	0.06206935	0.00203182	0.2521605	0.1140115	0.1734575	0.223565	0.000383455	0.003324555	0.01702605	0.200606	0.573775	0.150511	0.153449	0.002117365	0.165559	1.922105	0.182428	0.2840455	0.6726455	0.6236	0.8305455	0.8257275	2.501915	0.6651	0.08767925	0.00210282	0.360463	0.161667	0.255368	0.3136745
