r__CN2.mgt  v__ALPHA_BF.gw  v__GW_DELAY.gw  v__GWQMN.gw  v__GW_REVAP.gw  v__ESCO.hru  v__CH_N2.rte  v__CH_K2.rte  v__ALPHA_BNK.rte  r__SOL_AWC(1).sol  r__SOL_K(1).sol  r__SOL_BD(1).sol  v__SFTMP.bsn       objfun
2.061000e-002  9.299100e-002  2.734600e+002  5.053800e-001  1.245500e-001  9.767000e-001  8.827600e-002  8.666000e+001  7.808300e-001  -8.803900e-002  4.069800e-001  -2.316700e-001  -1.327800e+000  4.409100e+004  
-1.277700e-001  1.193100e-001  3.340100e+002  1.705200e+000  4.097500e-002  8.260100e-001  2.665600e-001  3.020900e+001  5.392000e-001  3.886800e-002  -7.048000e-001  -2.869300e-001  -5.884000e-001  6.116900e+003  
-8.665900e-003  1.919300e-001  3.517400e+002  1.920700e+000  1.048400e-001  8.006200e-001  2.142800e-001  1.192800e+002  7.244500e-001  -3.330200e-002  6.736000e-001  1.214500e-001  -2.399300e+000  2.123200e+004  
7.894400e-002  5.492200e-001  3.313900e+002  1.979700e+000  6.934600e-002  8.923200e-001  2.083000e-003  8.045400e+001  4.178100e-001  -8.228700e-002  -5.806700e-001  4.416900e-001  4.424200e+000  5.256800e+004  
-8.674900e-002  9.585200e-002  4.026800e+002  1.080900e+000  1.682400e-002  9.035300e-001  2.952500e-001  3.955100e+001  5.950900e-002  1.679800e-001  -3.674900e-001  1.776900e-001  -3.562800e+000  4.428600e+003  
-1.941500e-001  8.025300e-001  3.330700e+002  8.348900e-001  7.056800e-003  8.007800e-001  2.400300e-001  2.241100e+001  6.065800e-001  3.534700e-001  1.166400e-001  1.902800e-002  -2.338500e+000  2.960200e+003  
1.054200e-001  1.574800e-001  2.714700e+002  1.307800e+000  1.764200e-001  9.371100e-001  5.878500e-002  1.061900e+002  1.249300e-001  1.903900e-001  -1.249300e-001  1.941300e-001  -2.809900e+000  5.455300e+004  
9.953800e-002  7.293700e-001  1.043200e+002  4.146500e-001  1.827000e-001  9.822700e-001  2.260600e-001  2.552700e+001  7.500100e-001  -7.032000e-002  5.666600e-001  4.396700e-001  -6.535500e-001  8.884300e+004  
2.598700e-003  8.359900e-001  2.825800e+002  1.405200e+000  6.842200e-002  8.469400e-001  7.131100e-002  1.276600e+002  2.719000e-001  -7.457700e-002  7.304800e-001  -3.918500e-001  1.362200e+000  2.337900e+004  
-8.460900e-002  9.446600e-001  3.446800e+002  2.467600e-001  1.824900e-001  9.191600e-001  6.821600e-002  8.462700e+001  3.344200e-001  -4.560400e-003  -7.253400e-001  1.755900e-001  5.490100e-001  1.323300e+004  
-1.615200e-001  1.950500e-001  3.224300e+002  3.457500e-001  1.615400e-001  8.094800e-001  1.332300e-001  2.055600e+001  4.070300e-001  3.791000e-001  1.317500e-001  2.353900e-001  1.256600e+000  3.979500e+003  
1.895500e-001  4.304300e-001  4.846700e+001  1.315300e+000  1.272200e-001  9.015800e-001  2.199100e-001  5.986800e+001  8.421800e-002  2.531700e-001  3.846500e-001  3.202200e-002  4.768000e+000  2.357700e+005  
-2.932300e-002  4.423100e-001  2.698900e+002  1.111700e+000  1.403000e-001  8.433100e-001  2.059600e-001  7.981400e+001  4.797200e-001  -9.014100e-002  5.828800e-001  4.835000e-001  2.583700e+000  1.654900e+004  
7.950300e-002  2.670800e-002  2.799500e+002  1.577700e+000  1.031800e-001  9.597400e-001  4.725800e-002  6.579800e+001  2.955800e-001  6.113400e-002  3.658700e-001  -3.932500e-001  -3.075100e+000  5.612300e+004  
-3.811800e-002  1.631000e-001  3.587400e+002  1.976400e+000  1.867600e-001  9.138500e-001  8.618100e-002  8.112100e+001  9.269400e-001  3.139000e-001  6.580600e-001  -2.323200e-002  3.380700e-001  1.454600e+004  
-1.707400e-001  6.314300e-001  1.614300e+002  1.674200e+000  7.610700e-002  8.406600e-001  1.205000e-002  5.607900e+001  4.207000e-001  -1.715000e-001  4.613500e-002  1.244800e-001  1.673500e+000  3.188800e+003  
-4.721000e-002  2.433600e-001  1.892900e+002  1.620600e+000  2.898000e-002  9.204400e-001  2.614300e-001  5.449000e+000  5.936200e-001  1.380500e-001  6.352000e-001  2.147200e-001  1.324600e+000  1.376700e+004  
6.600700e-002  8.895500e-002  3.405800e+002  7.079600e-001  6.257800e-002  8.798800e-001  1.197300e-001  1.179900e+002  9.601000e-001  -1.741900e-001  -4.450300e-001  4.515600e-001  -1.862000e+000  6.112500e+004  
-7.949700e-002  5.884800e-001  3.736600e+002  1.700400e+000  1.665900e-001  8.087600e-001  1.090800e-001  1.246900e+002  4.883600e-001  -1.365400e-001  -4.894000e-001  1.857600e-001  1.028200e+000  8.942600e+003  
-5.270100e-003  1.156700e-001  3.275500e+002  5.812100e-001  1.730300e-002  8.439400e-001  1.183900e-002  6.314000e+001  9.504800e-001  -7.192200e-002  1.452300e-001  5.219200e-001  1.374100e+000  2.800300e+004  
-1.555600e-001  2.683800e-002  3.266000e+002  1.070500e+000  9.107800e-002  8.452100e-001  1.111700e-001  8.823300e+000  6.834300e-001  -1.045800e-001  -2.136200e-001  8.816400e-002  -8.872400e-001  4.483500e+003  
-2.588000e-002  1.198100e-001  2.619400e+002  7.892500e-001  4.821300e-002  8.351500e-001  2.075700e-001  7.999900e+001  6.480600e-001  1.279300e-001  3.674100e-001  -3.956500e-001  -5.697500e-001  2.325000e+004  
1.438400e-001  6.420600e-001  2.729900e+002  6.970800e-001  8.187700e-002  9.010500e-001  1.554000e-001  8.358400e+001  1.172800e-001  1.175400e-001  -4.880700e-001  3.707700e-001  -3.871300e+000  1.217400e+005  
-4.807100e-004  7.355300e-001  2.285300e+002  6.522200e-001  3.066400e-002  8.957700e-001  1.226500e-001  5.985600e+001  3.154400e-001  2.972100e-001  -4.973800e-001  2.403500e-001  3.782000e+000  2.018400e+004  
-7.668000e-002  4.903400e-001  2.158700e+002  8.367800e-001  3.518900e-002  9.543400e-001  2.256900e-001  9.496800e+000  9.750200e-001  5.959100e-002  2.266700e-001  -4.979200e-001  2.230700e+000  1.353400e+004  
-5.108500e-002  9.856500e-001  1.592600e+002  7.435400e-001  1.437100e-001  9.826500e-001  4.865600e-002  4.810300e+001  9.033900e-001  -2.276100e-003  -5.692400e-001  -1.206000e-001  1.910100e+000  1.877100e+004  
-9.087900e-002  5.807500e-001  4.235300e+002  9.058900e-001  5.566100e-002  9.122800e-001  1.684200e-002  7.350000e+001  5.932400e-001  1.315500e-001  -8.047700e-002  -4.161800e-001  -2.041400e+000  1.153700e+004  
-5.617100e-002  1.382300e-002  1.958500e+002  4.949400e-001  1.899500e-001  9.613000e-001  7.059000e-003  1.203100e+002  4.813600e-001  2.521000e-002  -1.689100e-001  6.364800e-002  3.959700e+000  1.427800e+004  
8.715300e-002  3.097700e-001  1.011000e+002  1.984100e+000  1.407700e-001  9.366700e-001  2.140500e-002  1.205500e+001  3.334600e-001  3.206200e-002  -3.813400e-001  1.874300e-001  2.538100e+000  6.030500e+004  
1.476400e-001  5.775400e-001  3.051700e+002  9.115600e-001  1.225600e-001  8.784600e-001  1.935700e-001  6.851400e+001  8.749400e-001  4.412200e-002  -5.231000e-001  -4.535400e-001  2.682800e+000  1.939800e+005  
-1.404500e-001  7.740500e-001  3.915500e+002  1.233100e+000  1.396400e-001  8.415800e-001  2.113200e-001  4.585800e+001  7.333800e-001  1.903600e-001  -7.128800e-001  3.574400e-001  4.978300e+000  2.386400e+003  
5.115300e-002  2.850600e-001  3.489200e+002  8.114200e-001  8.413500e-002  9.391700e-001  2.746100e-001  3.792400e+001  3.263000e-002  1.630900e-001  -1.912700e-001  7.618000e-003  -2.850300e+000  1.742000e+004  
-2.000000e-001  9.807300e-002  4.500000e+002  1.023900e+000  2.000000e-001  8.408400e-001  1.718000e-001  3.585700e+001  7.088800e-001  -5.979900e-002  -6.036600e-001  3.680600e-001  5.000000e+000  1.129200e+003  
-2.000000e-001  5.358800e-001  1.803100e+002  2.000000e+000  1.773600e-001  8.078300e-001  1.070700e-001  5.454800e+001  2.753600e-001  1.198300e-001  -3.374900e-001  5.061000e-001  5.000000e+000  1.057900e+003  
-2.000000e-001  0.000000e+000  4.500000e+002  1.978300e+000  9.247900e-002  8.211300e-001  2.847000e-001  5.000000e+000  3.071200e-001  1.521700e-001  -8.000000e-001  1.088600e-001  4.471400e-001  1.299500e+003  
-2.000000e-001  4.269200e-001  4.500000e+002  2.000000e+000  1.083900e-001  9.459700e-001  2.790900e-001  2.144700e+001  2.214000e-001  1.048900e-001  -8.000000e-001  5.709100e-001  2.911300e+000  2.437700e+003  
-2.000000e-001  4.378100e-001  1.189600e+002  5.308700e-001  9.162700e-002  8.223000e-001  5.579400e-002  5.000000e+000  7.111000e-001  4.000000e-001  -8.000000e-001  2.636700e-002  7.325800e-001  3.115200e+003  
-2.000000e-001  7.963200e-001  4.500000e+002  6.197900e-001  1.145400e-001  8.000000e-001  1.819800e-001  4.198500e+001  9.148100e-001  1.238000e-001  -5.286400e-001  -1.054200e-001  5.000000e+000  3.476600e+003  
-2.000000e-001  5.966000e-001  4.221800e+002  2.000000e+000  1.220500e-001  8.259500e-001  2.731800e-001  9.531700e+000  1.607600e-001  5.246000e-002  -1.103900e-001  6.000000e-001  5.000000e+000  7.529900e+002  
-2.000000e-001  3.296300e-001  4.500000e+002  2.000000e+000  1.373800e-001  8.000000e-001  1.644600e-001  5.841500e+001  1.059000e-001  9.281400e-002  -4.187200e-003  1.719000e-001  2.018000e+000  6.942100e+002  
-2.000000e-001  7.641800e-002  3.066400e+002  1.270600e+000  8.280600e-002  8.000000e-001  1.309600e-001  4.111900e+001  0.000000e+000  6.252000e-002  -3.597600e-001  6.000000e-001  1.753900e+000  8.260300e+002  
-2.000000e-001  0.000000e+000  3.898300e+002  6.631900e-001  1.296400e-001  8.000000e-001  7.984800e-002  5.000000e+000  5.018500e-001  2.000500e-001  -8.000000e-001  5.696100e-001  5.000000e+000  3.897100e+003  
-1.375500e-001  3.998900e-001  2.829600e+002  1.746000e+000  1.928100e-001  8.000000e-001  2.684900e-001  4.316400e+001  7.404500e-001  4.000000e-001  -8.000000e-001  -1.606900e-001  5.000000e+000  1.664700e+003  
-2.000000e-001  4.187900e-001  4.500000e+002  7.062200e-001  9.869600e-002  8.449300e-001  2.959800e-001  5.000000e+000  9.902400e-001  4.000000e-001  -3.899700e-001  -2.284800e-003  2.552200e+000  3.056600e+003  
-2.000000e-001  3.306200e-001  3.746200e+002  7.146700e-001  1.895400e-001  8.015300e-001  3.000000e-001  6.329200e+000  5.986600e-001  4.000000e-001  -2.232200e-001  -2.273900e-002  1.974700e+000  2.582100e+003  
-2.000000e-001  4.304400e-001  2.260600e+002  1.129300e+000  2.000000e-001  8.338800e-001  1.733400e-001  5.000000e+000  1.030900e-001  2.796200e-001  -8.000000e-001  1.654500e-001  5.000000e+000  3.868800e+002  
-2.000000e-001  8.013100e-001  4.500000e+002  1.643100e+000  8.863300e-002  8.000000e-001  1.426900e-001  5.000000e+000  0.000000e+000  2.543800e-001  -2.334400e-001  6.000000e-001  2.130800e+000  1.961000e+003  
-2.000000e-001  4.826600e-001  4.500000e+002  1.916100e+000  2.000000e-001  8.000000e-001  1.691300e-001  4.023800e+001  0.000000e+000  3.996200e-001  -8.000000e-001  6.000000e-001  4.842900e+000  1.003300e+003  
-2.000000e-001  8.202800e-001  4.500000e+002  2.000000e+000  1.968200e-001  8.000000e-001  2.754300e-001  2.214500e+001  6.298700e-002  1.750200e-001  -8.000000e-001  6.000000e-001  3.930500e+000  4.560400e+002  
-2.000000e-001  5.530000e-001  4.431400e+002  1.934600e+000  1.088100e-001  8.595900e-001  1.752800e-001  5.000000e+000  4.738000e-001  3.360900e-001  -4.925700e-001  6.662700e-002  4.237500e+000  7.556100e+002  
-1.892600e-001  1.000000e+000  4.378900e+002  2.000000e+000  1.406700e-001  8.626700e-001  3.000000e-001  4.403600e+001  2.419700e-001  2.060600e-001  -1.911500e-001  -1.158400e-001  1.912200e+000  1.039900e+003  
-1.876000e-001  3.223100e-001  3.062800e+002  2.000000e+000  1.686600e-001  8.462700e-001  2.281100e-001  1.266300e+001  0.000000e+000  3.539000e-001  -2.506900e-001  5.059800e-001  1.337000e+000  2.014500e+003  
-2.000000e-001  4.675400e-001  4.500000e+002  2.000000e+000  2.000000e-001  8.000000e-001  2.433300e-001  5.000000e+000  0.000000e+000  1.220800e-001  -7.794300e-001  4.060300e-002  1.530600e+000  1.138000e+003  
-2.000000e-001  1.491400e-001  4.395800e+002  1.377800e+000  1.417100e-001  8.000000e-001  9.870600e-002  5.000000e+000  0.000000e+000  4.000000e-001  -1.725100e-001  5.849200e-001  2.175600e+000  1.348800e+003  
-1.784400e-001  6.118800e-001  4.500000e+002  2.000000e+000  2.000000e-001  8.354900e-001  3.000000e-001  5.647700e+001  0.000000e+000  4.165700e-002  -2.483800e-001  5.545000e-001  5.000000e+000  1.408500e+003  
-2.000000e-001  4.880300e-001  4.500000e+002  1.744200e+000  1.455200e-001  8.000000e-001  2.669900e-001  1.663300e+001  2.333200e-001  2.993500e-001  -5.642600e-001  2.917400e-001  5.000000e+000  6.130600e+002  
-2.000000e-001  8.963600e-001  4.500000e+002  2.000000e+000  1.237600e-001  8.278700e-001  2.683000e-001  3.795100e+001  0.000000e+000  5.807000e-002  -8.000000e-001  4.907900e-001  5.000000e+000  1.013300e+003  
-2.000000e-001  5.526800e-001  3.314500e+002  2.000000e+000  1.686000e-001  8.000000e-001  3.000000e-001  5.000000e+000  0.000000e+000  1.347000e-001  -2.307500e-001  4.527700e-001  5.000000e+000  1.082300e+003  
-2.000000e-001  4.029000e-001  4.500000e+002  2.000000e+000  1.797300e-001  8.000000e-001  2.899000e-001  3.754900e+001  0.000000e+000  9.272100e-003  -3.370500e-001  6.000000e-001  4.010800e+000  2.110900e+003  
-2.000000e-001  1.000000e+000  1.348800e+002  1.402800e+000  1.137000e-001  8.658500e-001  1.427500e-001  6.607100e+001  6.478500e-001  7.352300e-002  -4.198000e-001  -2.554800e-001  3.364900e-001  2.177800e+003  
-2.000000e-001  2.747500e-001  2.445400e+002  1.922600e-001  5.921700e-002  8.000000e-001  2.669800e-001  5.171400e+001  9.988500e-001  8.997600e-002  -1.133500e-001  1.656800e-001  -3.858300e+000  4.574700e+003  
-2.000000e-001  9.145700e-001  1.562800e+002  1.227500e+000  1.822600e-002  8.000000e-001  2.158300e-001  2.415900e+001  2.954100e-001  1.716300e-001  -7.729400e-001  1.747300e-001  1.049300e+000  2.556200e+003  
-2.000000e-001  9.010200e-001  3.807200e+002  7.504000e-001  1.523200e-001  8.000000e-001  2.599100e-001  5.000000e+000  2.971100e-001  -1.722600e-001  -3.982200e-001  -5.000000e-001  -1.674300e+000  4.914300e+003  
-2.000000e-001  7.643600e-001  2.281500e+002  1.564100e-001  5.873600e-002  8.466400e-001  4.103000e-002  6.192600e+001  5.948300e-001  2.771500e-001  -7.453500e-001  -1.439100e-001  -2.829000e+000  2.967300e+003  
-2.000000e-001  7.894100e-001  2.507600e+002  1.137200e+000  2.822000e-002  8.427800e-001  6.764600e-002  5.000000e+000  7.883900e-001  -1.426100e-001  2.197400e-001  -1.063200e-001  1.679000e+000  3.601000e+003  
-2.000000e-001  5.779700e-001  4.037200e+002  7.885600e-001  5.553800e-002  8.000000e-001  1.211500e-001  3.533200e+001  8.204600e-001  3.634200e-001  -6.262300e-001  -5.000000e-001  -4.804500e+000  2.357200e+003  
-2.000000e-001  4.361700e-001  2.739900e+002  1.290700e+000  9.789400e-002  8.000000e-001  1.089000e-001  1.432000e+001  8.104400e-001  1.645500e-001  -4.846500e-002  -1.783900e-001  2.996200e+000  1.259300e+003  
-2.000000e-001  2.787600e-001  4.359000e+002  1.176700e+000  1.440100e-001  8.648900e-001  1.712300e-001  1.979100e+001  3.869600e-001  -1.677600e-001  -6.569100e-001  -3.587900e-001  -2.702600e+000  2.339500e+003  
-2.000000e-001  1.000000e+000  8.952900e+001  5.028900e-001  5.859300e-002  8.000000e-001  2.845300e-001  3.985600e+001  8.766500e-001  2.178900e-001  -3.148600e-001  -5.000000e-001  4.174600e+000  3.852900e+003  
-2.000000e-001  3.852800e-001  3.667700e+002  1.527300e+000  0.000000e+000  8.244700e-001  9.861300e-002  6.063800e+001  3.725200e-001  -4.473300e-002  -6.886900e-001  -4.863300e-001  8.614200e-001  2.912400e+003  
-2.000000e-001  1.000000e+000  1.097600e+002  8.484100e-001  1.205400e-001  8.543800e-001  2.158600e-002  1.612100e+001  1.000000e+000  -3.099400e-003  -3.211800e-001  -4.234900e-001  8.765300e-001  4.456000e+003  
-2.000000e-001  5.474800e-001  3.171700e+002  1.582300e+000  4.997900e-002  8.228300e-001  1.377600e-001  4.625100e+001  5.055200e-001  3.096500e-002  -4.022200e-001  -1.092700e-001  -5.000000e+000  1.777600e+003  
-2.000000e-001  1.000000e+000  2.972100e+002  2.525800e-001  1.198400e-001  8.000000e-001  7.205200e-002  7.982400e+001  5.778800e-001  -9.201900e-003  -8.000000e-001  -5.000000e-001  -1.140400e+000  3.594400e+003  
-2.000000e-001  2.925500e-001  1.954500e+002  1.547200e+000  7.034500e-003  8.000000e-001  4.797500e-002  4.488600e+001  6.953400e-001  2.580500e-001  -8.000000e-001  -2.991600e-001  5.000000e+000  1.227900e+003  
-2.000000e-001  6.919100e-001  2.951200e+002  8.908300e-001  7.900300e-002  8.598200e-001  1.040400e-001  5.456900e+001  1.000000e+000  3.539100e-001  -4.163900e-001  -1.767900e-001  -5.000000e+000  2.380800e+003  
-2.000000e-001  5.877000e-001  1.898200e+002  1.951800e+000  6.683900e-002  8.000000e-001  8.719600e-002  5.847000e+001  4.718000e-001  1.244500e-001  -3.496500e-001  -7.385700e-002  -1.086100e+000  1.857000e+003  
-2.000000e-001  7.525500e-001  3.954000e+002  5.596800e-001  2.098500e-002  8.000000e-001  2.425800e-002  5.602300e+001  1.000000e+000  -1.103500e-002  -8.000000e-001  -2.883200e-001  -5.000000e+000  3.413400e+003  
-2.000000e-001  8.611300e-001  3.273100e+002  8.734200e-001  6.533600e-002  8.000000e-001  1.209000e-001  4.034500e+001  2.693100e-001  -9.731400e-002  -8.000000e-001  -3.433000e-001  1.622600e+000  3.054000e+003  
-2.000000e-001  9.035500e-001  4.386400e+002  2.000000e+000  1.134200e-001  8.493700e-001  5.686500e-002  3.941800e+001  3.924700e-001  -3.694300e-002  -8.000000e-001  7.984400e-002  4.488300e+000  1.089300e+003  
-2.000000e-001  5.978600e-001  2.473300e+002  1.955500e+000  1.135900e-001  8.000000e-001  1.724400e-001  5.000000e+000  6.514600e-001  -4.286900e-002  -7.446200e-001  -2.673600e-001  4.972400e+000  9.893500e+002  
-1.937700e-001  5.096000e-001  3.296900e+002  1.554200e+000  1.070100e-001  8.000000e-001  1.474300e-001  9.102900e+001  1.228100e-001  2.769400e-001  -8.000000e-001  -2.264500e-001  6.897800e-001  1.030000e+003  
-1.928100e-001  2.890500e-001  4.500000e+002  2.000000e+000  8.532600e-002  8.464700e-001  0.000000e+000  6.558800e+001  1.453200e-001  1.105800e-001  -7.682400e-001  2.346600e-001  -4.128000e+000  1.211800e+003  
-2.000000e-001  9.571700e-001  4.500000e+002  2.000000e+000  0.000000e+000  8.000000e-001  0.000000e+000  2.753800e+001  7.571400e-001  2.426200e-001  -5.772400e-001  -2.543200e-001  2.675300e+000  1.784500e+003  
-1.892300e-001  1.600200e-001  4.500000e+002  2.000000e+000  1.550300e-003  8.000000e-001  1.518000e-001  9.249800e+001  0.000000e+000  2.256100e-001  -7.601700e-001  1.288700e-001  7.210100e-001  1.903100e+003  
-2.000000e-001  6.614800e-001  2.620100e+002  2.000000e+000  1.077200e-001  8.000000e-001  2.123200e-001  2.094800e+001  2.981000e-001  6.928200e-002  -8.000000e-001  7.063100e-002  7.581500e-001  1.443200e+003  
-1.930300e-001  3.692900e-001  3.315400e+002  2.000000e+000  6.404700e-002  8.404200e-001  1.139700e-001  5.218000e+001  7.060900e-001  4.000000e-001  -3.130100e-001  1.995000e-001  -1.042600e+000  1.623600e+003  
-2.000000e-001  2.359800e-001  1.677200e+002  8.664000e-001  1.011400e-001  8.817100e-001  1.103700e-001  1.036100e+002  8.443600e-001  8.129200e-003  4.344800e-001  -1.029400e-001  1.582700e+000  4.237600e+003  
-2.000000e-001  1.000000e+000  4.500000e+002  1.499200e+000  1.555100e-002  8.413600e-001  1.343300e-001  8.564600e+001  5.178100e-001  4.000000e-001  -4.528500e-002  3.342200e-001  2.358000e+000  3.056300e+003  
-2.000000e-001  4.196300e-001  3.666400e+002  9.848600e-001  1.368900e-001  9.258000e-001  1.815600e-001  7.968400e+001  6.175000e-001  -2.000000e-001  4.787800e-003  -3.174000e-001  1.864900e+000  2.847700e+003  
-2.000000e-001  1.256400e-001  7.120800e+001  1.683200e+000  1.293700e-001  9.129600e-001  5.851300e-002  5.426000e+001  8.805200e-002  -1.421500e-001  3.448200e-001  -3.072900e-002  6.380300e-002  2.254700e+003  
-2.000000e-001  4.368300e-001  2.711700e+002  1.642000e+000  8.001700e-002  8.939800e-001  1.276000e-001  8.585800e+001  7.087100e-001  7.622500e-002  8.000000e-001  -3.541600e-001  4.955200e+000  1.226500e+003  
-2.000000e-001  7.012100e-001  2.289400e+002  1.714100e+000  5.716300e-002  8.547700e-001  1.606600e-001  7.551800e+001  7.559000e-002  -9.938200e-002  8.000000e-001  -2.504800e-001  4.582500e+000  1.226500e+003  
-2.000000e-001  5.360800e-001  2.022100e+002  1.391200e+000  7.372900e-002  8.603400e-001  4.551600e-004  3.648700e+001  7.863900e-001  -1.931300e-001  -4.109500e-001  -2.281700e-001  -5.790300e-001  3.396400e+003  
-2.000000e-001  8.287800e-001  2.767600e+002  1.852800e+000  1.132300e-001  9.425700e-001  5.128900e-002  7.898200e+001  4.557700e-001  -5.326900e-002  3.314500e-002  3.437200e-001  8.848300e-001  2.674200e+003  
-2.000000e-001  2.641500e-001  1.274200e+002  2.000000e+000  0.000000e+000  8.732600e-001  9.490600e-002  8.820800e+001  8.824600e-001  2.361800e-001  5.598700e-001  -5.000000e-001  3.600000e-001  3.398600e+003  
-2.000000e-001  1.995100e-001  3.471200e+002  8.164100e-001  5.527400e-002  9.142300e-001  2.335900e-002  3.565600e+001  7.466500e-001  -7.304900e-002  3.374500e-001  3.044300e-001  -2.063500e+000  7.592200e+003  
-2.000000e-001  3.065700e-001  2.350400e+002  2.000000e+000  9.139200e-002  8.643400e-001  1.713500e-001  7.054200e+001  1.000000e+000  5.791500e-003  1.980200e-001  2.882400e-001  5.067300e-001  2.525200e+003  
-2.000000e-001  9.403400e-004  1.010800e+002  2.000000e+000  1.329200e-001  9.611600e-001  1.281900e-002  8.615300e+001  9.576600e-001  2.202200e-001  4.984800e-001  1.803900e-001  -2.726300e+000  1.578800e+003  
-2.000000e-001  2.154600e-001  3.803700e+002  9.164000e-001  6.731800e-002  8.095700e-001  1.425000e-001  1.300000e+002  8.831700e-001  2.025600e-001  8.000000e-001  9.527100e-002  1.639800e+000  2.729800e+003  
-2.000000e-001  1.481400e-002  1.331600e+002  1.578500e+000  1.235300e-001  8.000000e-001  3.357000e-002  1.238200e+002  6.023500e-001  -2.000000e-001  1.988200e-001  -5.000000e-001  3.276800e+000  1.550500e+003  
-2.000000e-001  0.000000e+000  1.601400e+002  1.254600e+000  1.651000e-001  8.000000e-001  5.555600e-002  1.070400e+002  3.970500e-001  -1.636000e-001  9.160800e-002  -5.000000e-001  -2.600000e+000  2.060600e+003  
-2.000000e-001  7.786500e-001  3.271600e+002  1.427400e+000  1.242100e-001  8.537200e-001  2.063400e-001  6.557200e+001  4.160400e-001  1.042600e-001  4.996500e-001  7.424500e-002  5.000000e+000  9.250500e+002  
-2.000000e-001  1.227600e-001  2.040000e+002  2.000000e+000  1.206900e-002  8.000000e-001  2.334300e-001  1.300000e+002  1.000000e+000  -2.000000e-001  -7.664600e-002  -5.000000e-001  5.000000e+000  3.202800e+003  
-2.000000e-001  0.000000e+000  1.118900e+002  1.531600e+000  1.683100e-001  8.337600e-001  0.000000e+000  1.134200e+002  4.647800e-001  -4.474400e-002  7.923800e-001  3.571900e-001  5.000000e+000  9.620500e+002  
-2.000000e-001  5.843500e-001  1.584100e+002  2.000000e+000  4.946500e-002  8.347900e-001  1.217600e-001  8.088600e+001  1.000000e+000  1.176100e-001  1.316300e-001  -1.176500e-001  -1.247400e+000  2.468500e+003  
-2.000000e-001  2.680500e-001  3.550800e+002  1.821500e+000  8.709500e-002  8.535700e-001  8.418300e-002  1.300000e+002  2.468000e-001  -1.120000e-001  8.000000e-001  1.019400e-001  5.000000e+000  1.313400e+003  
-1.857600e-001  5.538100e-001  3.409200e+002  1.205700e+000  1.700800e-001  8.129300e-001  1.629700e-001  8.721100e+001  3.240700e-001  -2.000000e-001  -6.996100e-002  4.380900e-001  2.846200e+000  2.053700e+003  
-1.786000e-001  4.700800e-001  2.739100e+002  2.000000e+000  1.124800e-001  8.179700e-001  1.449500e-001  8.747700e+001  7.224600e-002  -1.481200e-002  5.383900e-002  -4.518400e-002  2.509600e+000  8.845400e+002  
-1.857700e-001  2.305900e-001  2.077800e+002  1.698700e+000  1.649100e-001  8.000000e-001  9.744900e-002  9.387000e+001  5.126200e-001  -2.000000e-001  -3.187300e-001  -5.000000e-001  1.373000e+000  2.485500e+003  
-1.774900e-001  2.482300e-001  3.000000e+001  2.000000e+000  7.484900e-002  8.000000e-001  2.733900e-002  1.045800e+002  3.547000e-001  2.282800e-001  6.226300e-001  1.824800e-001  7.719200e-001  4.310100e+003  
-1.831200e-001  2.910800e-001  9.327900e+001  2.000000e+000  9.035900e-002  8.256800e-001  6.589500e-002  9.835500e+001  4.204000e-001  1.212100e-001  4.681700e-001  5.750900e-002  1.045200e+000  2.386400e+003  
-1.786000e-001  0.000000e+000  3.000000e+001  1.708600e+000  2.000000e-001  8.599100e-001  9.728900e-002  1.087000e+002  6.678300e-001  -2.000000e-001  6.774700e-001  -3.254400e-001  6.372500e-001  3.786700e+003  
-1.839500e-001  2.986100e-002  1.063400e+002  1.656300e+000  1.582500e-001  8.552700e-001  1.065500e-001  1.029400e+002  6.303200e-001  -1.368800e-001  4.967800e-001  -1.605300e-001  1.067400e+000  2.794400e+003  
-1.839900e-001  3.754000e-001  3.000000e+001  2.000000e+000  1.712500e-001  8.943800e-001  2.513800e-002  5.680800e+001  5.278900e-002  -2.000000e-001  -2.206300e-001  -2.141800e-001  6.170000e-001  2.739500e+003  
-1.879900e-001  3.354200e-001  8.701600e+001  2.000000e+000  1.452700e-001  8.731700e-001  5.447800e-002  7.510600e+001  2.603800e-001  -1.449200e-001  3.452700e-002  -1.368100e-001  8.726900e-001  2.855200e+003  
-1.936000e-001  2.794400e-001  2.239200e+002  1.541100e+000  1.088900e-001  8.434900e-001  9.555500e-002  1.007200e+002  5.510200e-001  1.723600e-002  3.917500e-001  -2.850800e-002  1.230700e+000  1.990500e+003  
-2.000000e-001  4.692900e-001  3.000000e+001  1.488600e+000  1.290300e-001  8.501100e-001  9.625000e-002  1.026100e+002  1.120800e-001  1.187700e-001  7.775200e-001  -5.000000e-001  5.000000e+000  2.429000e+003  
-2.000000e-001  2.849900e-001  3.126700e+002  2.746500e-001  1.429500e-001  8.410600e-001  1.640000e-001  5.000000e+000  2.326500e-001  1.210000e-001  -4.206700e-001  4.026400e-001  5.000000e+000  4.909500e+003  
-2.000000e-001  8.843100e-001  1.957200e+002  9.777000e-001  0.000000e+000  8.000000e-001  1.221200e-001  5.000000e+000  0.000000e+000  -1.875200e-001  -5.730000e-001  -4.488900e-001  4.970600e+000  2.923200e+003  
