r__CN2.mgt  v__ALPHA_BF.gw  v__GW_DELAY.gw  v__GWQMN.gw  v__GW_REVAP.gw  v__ESCO.hru  v__CH_N2.rte  v__CH_K2.rte  v__ALPHA_BNK.rte  r__SOL_AWC(1).sol  r__SOL_K(1).sol  r__SOL_BD(1).sol  v__SFTMP.bsn       objfun
-2.000000e-001  0.000000e+000  3.284700e+002  1.869300e+000  1.170200e-001  1.000000e+000  1.709000e-001  1.118100e+002  3.823800e-001  4.000000e-001  -8.000000e-001  -1.053700e-001  -3.173900e+000  1.188000e+003  
-1.810100e-001  5.826800e-001  4.290100e+002  1.369400e+000  1.967600e-001  9.164900e-001  1.190300e-003  7.656600e+001  7.887000e-001  4.000000e-001  -1.633200e-001  -2.967100e-001  -6.175100e-001  2.141600e+003  
-2.000000e-001  1.624100e-001  3.315700e+002  7.669100e-001  2.800100e-002  9.417500e-001  4.305700e-002  9.154300e+001  5.639200e-002  1.086100e-001  -3.847600e-001  -5.000000e-001  -9.702300e-001  4.507700e+003  
-1.883100e-001  5.931300e-001  4.500000e+002  1.182000e+000  1.859100e-001  9.382300e-001  1.614500e-001  1.258900e+002  5.414700e-002  1.234500e-001  -8.000000e-001  -5.000000e-001  -1.799300e+000  8.971800e+002  
-1.988600e-001  5.203500e-001  8.724900e+001  1.489900e+000  1.868800e-001  9.489400e-001  2.824500e-001  8.046900e+001  5.522800e-001  1.274400e-001  -8.000000e-001  -5.000000e-001  -3.601800e+000  1.950600e+003  
-2.000000e-001  0.000000e+000  3.916100e+002  1.106500e+000  8.202500e-002  9.043100e-001  2.350600e-001  1.065000e+002  6.236500e-001  1.136500e-001  -8.000000e-001  -5.000000e-001  -2.318600e+000  1.953500e+003  
-1.840000e-001  4.076200e-001  2.357800e+002  1.488000e+000  1.939800e-001  1.000000e+000  3.419300e-002  1.141500e+002  3.284800e-001  4.000000e-001  -3.733200e-001  -5.000000e-001  2.310400e+000  1.223800e+003  
-2.000000e-001  6.096500e-001  3.571600e+002  2.000000e+000  1.545300e-001  9.529700e-001  3.898700e-002  1.300000e+002  6.717600e-001  4.000000e-001  -3.889600e-001  2.426200e-002  1.442200e+000  1.150400e+003  
-2.000000e-001  8.085200e-001  2.352700e+002  6.309800e-001  8.017900e-002  9.812300e-001  2.516100e-001  1.300000e+002  4.180300e-001  4.000000e-001  -6.108400e-001  -3.304900e-001  -1.258000e+000  4.418800e+003  
-1.888200e-001  7.986300e-001  3.012000e+002  2.000000e+000  1.681800e-001  9.434600e-001  1.650600e-001  6.561300e+001  0.000000e+000  2.715600e-001  -8.000000e-001  -9.012000e-002  1.348400e+000  1.529300e+003  
-2.000000e-001  1.194900e-001  3.243300e+002  4.566900e-001  4.845400e-002  8.044200e-001  2.797900e-001  2.596400e+001  8.180800e-001  2.604600e-001  -1.409100e-001  -1.490500e-001  -2.942600e+000  2.998800e+003  
-2.000000e-001  4.830800e-001  4.500000e+002  0.000000e+000  1.264800e-002  8.594400e-001  3.000000e-001  4.574900e+001  2.671600e-001  -3.897000e-002  -8.000000e-001  4.438600e-001  1.584500e-001  6.369800e+003  
-2.000000e-001  1.655000e-001  7.700900e+001  4.465600e-001  1.291600e-001  8.645700e-001  2.552000e-001  5.000000e+000  2.628200e-001  3.095500e-001  -4.430800e-001  6.000000e-001  -1.489100e+000  7.748600e+003  
-2.000000e-001  4.658300e-001  4.066700e+002  0.000000e+000  3.951100e-002  8.028300e-001  2.948500e-001  9.813500e+001  7.910100e-001  2.017300e-001  1.297100e-001  3.515300e-001  -3.501700e+000  4.092700e+003  
-2.000000e-001  1.888600e-001  1.875400e+002  8.150000e-002  8.783100e-003  8.000000e-001  1.727300e-001  7.350600e+001  2.521300e-001  2.591000e-001  -3.007200e-002  5.962800e-001  -6.637200e-001  6.521000e+003  
-2.000000e-001  8.601400e-001  1.691200e+002  0.000000e+000  8.505200e-002  9.192300e-001  2.370900e-001  1.271400e+001  1.000000e+000  2.230800e-001  -3.644500e-001  6.000000e-001  -3.766000e+000  9.435600e+003  
-2.000000e-001  8.902300e-001  8.153200e+001  1.099700e+000  0.000000e+000  8.000000e-001  1.904900e-001  4.068100e+001  1.000000e+000  -4.918300e-002  -1.058500e-001  6.000000e-001  -3.652800e+000  5.464200e+003  
-2.000000e-001  6.716100e-001  1.791800e+002  1.104000e+000  5.979900e-002  8.562700e-001  1.463500e-001  5.000000e+000  1.000000e+000  3.312000e-001  -6.518900e-001  6.000000e-001  2.086900e-001  2.956800e+003  
-2.000000e-001  1.029700e-001  1.261200e+002  8.000300e-001  5.568900e-002  8.000000e-001  1.788000e-001  4.870000e+001  2.768500e-001  3.574200e-001  2.677300e-001  -1.460900e-001  -2.192300e+000  2.519900e+003  
-2.000000e-001  4.498200e-001  2.183200e+002  0.000000e+000  0.000000e+000  8.000000e-001  1.368100e-001  7.622800e+001  1.000000e+000  8.486000e-002  -8.000000e-001  -2.283000e-001  -3.182700e+000  3.302000e+003  
-2.000000e-001  8.922400e-001  2.371700e+002  8.919700e-001  2.526800e-002  8.000000e-001  1.121300e-001  1.021000e+002  7.520800e-001  1.506400e-001  -6.471300e-001  -9.568900e-002  -1.585500e+000  3.066100e+003  
-2.000000e-001  4.079700e-001  2.872500e+002  0.000000e+000  9.018200e-002  8.235600e-001  3.000000e-001  9.327400e+001  1.000000e+000  3.554500e-001  -4.407000e-001  1.270700e-001  -1.245400e+000  3.540100e+003  
-2.000000e-001  1.000000e+000  4.007300e+002  1.390800e+000  5.512200e-002  8.283400e-001  3.000000e-001  5.707600e+001  3.506700e-001  5.339000e-002  -8.000000e-001  -1.056300e-001  -6.450400e-002  1.984300e+003  
-2.000000e-001  5.218700e-001  3.117000e+002  6.153400e-001  0.000000e+000  8.381600e-001  3.000000e-001  6.940700e+001  1.000000e+000  4.000000e-001  -8.000000e-001  3.289800e-001  -5.000000e+000  4.436200e+003  
-2.000000e-001  7.606300e-001  4.500000e+002  1.264000e+000  7.117200e-002  8.033500e-001  3.000000e-001  7.252700e+001  4.141900e-001  4.000000e-001  -7.871300e-001  8.284800e-002  -2.810500e+000  1.088300e+003  
-2.000000e-001  0.000000e+000  3.806700e+002  0.000000e+000  5.953900e-002  8.576500e-001  2.851700e-001  3.352400e+001  9.119000e-001  1.435900e-001  -3.946000e-001  6.000000e-001  -5.000000e+000  1.837200e+003  
-2.000000e-001  1.760500e-001  3.963000e+002  1.181400e+000  2.959200e-002  8.000000e-001  3.000000e-001  1.146200e+002  7.138700e-001  4.000000e-001  -8.000000e-001  3.881900e-001  -8.992700e-001  2.775000e+003  
-2.000000e-001  6.376800e-001  3.896300e+002  4.139800e-001  8.475300e-002  8.000000e-001  2.910300e-001  2.087400e+001  6.637800e-001  4.000000e-001  -7.068900e-001  6.000000e-001  -5.000000e+000  4.389100e+003  
-1.782000e-001  5.864900e-001  8.575700e+001  1.651100e+000  1.064300e-001  8.000000e-001  1.352900e-001  8.351100e+001  1.000000e+000  4.000000e-001  -1.642400e-001  -1.370400e-001  -4.449900e+000  1.854900e+003  
-1.848300e-001  7.042700e-001  1.762000e+002  1.055100e+000  6.182300e-003  8.000000e-001  1.493700e-001  4.353800e+001  6.180100e-001  4.000000e-001  -4.414600e-001  -1.141200e-001  -3.896700e+000  2.026100e+003  
-1.684700e-001  8.949300e-001  3.042700e+002  1.715400e+000  1.015100e-001  8.600600e-001  2.032400e-001  4.731800e+001  1.000000e+000  2.324800e-001  -7.527300e-001  -3.672300e-001  -3.295700e+000  2.854000e+003  
-2.000000e-001  3.966500e-001  4.500000e+002  6.183300e-001  0.000000e+000  8.000000e-001  1.958300e-001  7.398100e+000  4.677600e-001  3.474300e-001  -6.692800e-001  1.224300e-002  1.656700e-001  3.179200e+003  
-1.687400e-001  6.351900e-001  2.729500e+002  1.299900e+000  1.036900e-001  8.173900e-001  1.190500e-001  4.105700e+001  1.576000e-001  1.075400e-001  -3.312600e-001  -2.164500e-001  9.031400e-001  1.727900e+003  
-1.752200e-001  4.225400e-001  2.077600e+002  1.756500e+000  4.211500e-002  8.607300e-001  1.249200e-001  1.043600e+002  6.239200e-001  1.211200e-001  -2.386200e-001  -4.868300e-001  1.749300e+000  2.706500e+003  
-1.808400e-001  6.586100e-001  2.412800e+002  2.000000e+000  9.039600e-003  8.195900e-001  6.722500e-002  2.433000e+001  3.650200e-001  1.260400e-001  -5.475200e-001  -1.727600e-001  -2.068400e+000  2.858300e+003  
-2.000000e-001  7.051700e-001  1.560000e+002  8.445600e-001  0.000000e+000  8.053100e-001  1.664000e-001  8.304200e+001  8.576600e-001  3.487900e-001  -8.000000e-001  -4.134600e-001  -2.092700e+000  2.471100e+003  
-1.743400e-001  4.924700e-001  1.616900e+002  2.000000e+000  4.650800e-002  8.488200e-001  7.848300e-002  3.669000e+001  3.603700e-001  3.161400e-001  -8.000000e-001  -4.194800e-001  4.498800e-001  2.314800e+003  
-2.000000e-001  7.316600e-002  2.736200e+002  3.837200e-001  5.192600e-002  8.662700e-001  0.000000e+000  1.300000e+002  3.146900e-001  5.517800e-002  -1.020900e-001  2.941200e-001  1.033900e+000  6.121000e+003  
-2.000000e-001  2.094100e-001  2.378600e+002  9.577400e-001  1.047400e-001  9.085100e-001  7.306800e-002  8.329600e+001  0.000000e+000  3.611400e-001  -5.820400e-001  6.492900e-003  3.238000e+000  1.206100e+003  
-2.000000e-001  1.000000e+000  1.305800e+002  6.049500e-001  1.199000e-001  9.089400e-001  2.005900e-001  3.983300e+001  0.000000e+000  4.000000e-001  1.542300e-001  -5.884600e-002  2.160600e+000  4.612300e+003  
-2.000000e-001  4.824400e-001  3.948400e+002  3.916000e-001  0.000000e+000  8.477700e-001  2.584100e-001  3.776400e+001  0.000000e+000  2.583900e-001  1.805300e-001  2.348300e-001  4.040400e+000  4.218500e+003  
-2.000000e-001  4.453400e-001  4.041600e+002  8.578400e-001  0.000000e+000  8.009700e-001  8.958400e-002  2.626200e+001  0.000000e+000  3.914800e-001  2.937400e-001  -1.087000e-001  -5.841300e-001  2.773200e+003  
-2.000000e-001  7.586900e-001  2.962500e+002  6.409200e-001  2.846600e-002  9.380600e-001  1.279900e-001  6.757000e+001  3.292400e-001  4.000000e-001  -4.732600e-001  2.589400e-002  2.447900e+000  4.612300e+003  
-2.000000e-001  9.620200e-001  3.097400e+002  7.171500e-001  4.543400e-002  9.106100e-001  1.849200e-001  1.300000e+002  3.972000e-001  3.869500e-002  3.420800e-002  5.733800e-001  -1.644700e+000  7.794700e+003  
-2.000000e-001  2.313100e-001  4.500000e+002  1.160900e+000  0.000000e+000  8.399900e-001  2.290700e-001  1.300000e+002  0.000000e+000  4.000000e-001  -2.522300e-001  -1.258200e-001  5.000000e+000  1.202400e+003  
-2.000000e-001  6.219800e-001  4.500000e+002  1.272300e+000  5.030900e-002  8.000000e-001  5.153500e-002  1.300000e+002  1.490700e-001  1.319300e-001  -1.909700e-001  -2.269100e-001  5.000000e+000  8.445300e+002  
-2.000000e-001  4.842800e-001  2.420700e+002  1.130900e+000  0.000000e+000  8.000000e-001  1.262200e-002  1.121700e+002  0.000000e+000  1.720200e-001  5.762200e-001  -2.320500e-001  4.108500e+000  1.872000e+003  
-2.000000e-001  2.023500e-001  4.305500e+002  5.455500e-001  1.103300e-001  8.000000e-001  0.000000e+000  5.983900e+001  2.023100e-001  4.000000e-001  -8.000000e-001  -1.526900e-002  5.000000e+000  2.101800e+003  
-2.000000e-001  0.000000e+000  2.761800e+002  1.553200e+000  0.000000e+000  8.000000e-001  1.808100e-001  1.050300e+002  1.167800e-001  4.000000e-001  5.379700e-001  -9.542000e-002  3.542500e+000  3.387200e+002  
-2.000000e-001  6.196500e-001  4.500000e+002  1.550900e+000  0.000000e+000  8.000000e-001  1.139800e-001  1.300000e+002  0.000000e+000  4.000000e-001  -8.000000e-001  -1.370500e-001  5.000000e+000  9.993600e+002  
-2.000000e-001  8.074100e-001  2.720800e+002  1.252000e-001  3.118700e-002  8.000000e-001  2.076200e-001  1.300000e+002  6.758600e-001  2.922300e-001  -8.000000e-001  3.200800e-001  2.268500e+000  3.808600e+003  
-2.000000e-001  7.163700e-001  4.500000e+002  6.669500e-001  0.000000e+000  8.268000e-001  8.822100e-002  1.300000e+002  0.000000e+000  3.615800e-001  -7.472400e-002  3.879600e-003  5.000000e+000  3.084300e+003  
-2.000000e-001  9.983400e-001  4.097500e+002  4.229900e-001  2.484500e-002  8.728300e-001  2.364300e-001  1.165300e+002  3.460000e-002  3.963200e-001  -8.000000e-001  4.986400e-001  1.136700e+000  5.947200e+003  
-1.655700e-001  0.000000e+000  2.397100e+002  1.329600e+000  6.011700e-002  8.047000e-001  3.657000e-002  7.023400e+001  2.985500e-001  1.731800e-001  3.653600e-001  -5.000000e-001  4.480300e+000  1.151800e+003  
-1.569000e-001  6.301700e-002  2.896400e+002  1.162100e+000  5.290500e-002  8.000000e-001  7.134800e-002  7.739800e+001  0.000000e+000  4.000000e-001  -3.824800e-001  -4.776800e-001  5.000000e+000  6.935200e+002  
-2.000000e-001  5.082200e-001  3.943600e+002  1.762800e+000  7.885800e-002  8.000000e-001  0.000000e+000  1.194800e+002  8.267000e-002  4.000000e-001  -5.388900e-001  -5.000000e-001  2.182900e+000  4.843400e+002  
-1.749600e-001  8.179700e-001  3.942300e+002  1.718100e+000  3.050300e-002  8.000000e-001  2.205400e-001  5.782700e+001  0.000000e+000  4.000000e-001  -3.367800e-001  -4.136500e-001  4.890900e+000  1.255800e+003  
-2.000000e-001  4.051400e-001  4.152900e+002  2.000000e+000  0.000000e+000  8.248200e-001  0.000000e+000  8.110300e+001  2.132500e-001  4.000000e-001  4.605600e-002  3.877400e-002  5.000000e+000  1.260800e+003  
-2.000000e-001  7.950600e-001  3.227100e+002  9.850700e-001  0.000000e+000  8.000000e-001  1.037200e-002  6.497100e+001  0.000000e+000  4.000000e-001  -2.221500e-001  -5.000000e-001  4.076200e+000  1.375600e+003  
-2.000000e-001  3.116800e-001  4.175300e+002  1.522600e+000  3.445500e-002  8.000000e-001  5.509500e-002  1.163900e+002  2.565400e-002  3.000300e-001  4.889100e-001  -4.019800e-001  1.941400e+000  6.618700e+002  
-1.865500e-001  0.000000e+000  4.500000e+002  1.740300e+000  0.000000e+000  8.000000e-001  2.400000e-002  1.300000e+002  1.833500e-001  2.621500e-001  -3.773600e-001  -2.802100e-001  3.948900e+000  6.065500e+002  
-1.756700e-001  3.285400e-001  4.450700e+002  1.816900e+000  2.272900e-002  8.000000e-001  1.061500e-001  1.300000e+002  0.000000e+000  1.887300e-001  6.535900e-002  -2.455800e-001  3.323100e+000  1.928000e+003  
-1.793900e-001  6.765800e-002  3.820500e+002  2.000000e+000  7.290900e-002  8.022400e-001  4.000600e-002  1.300000e+002  9.765000e-003  4.000000e-001  -2.985800e-001  -5.000000e-001  4.193500e+000  3.267100e+002  
-1.810500e-001  5.108500e-002  4.500000e+002  2.000000e+000  3.809700e-002  8.281900e-001  0.000000e+000  6.409900e+001  0.000000e+000  3.833600e-001  4.240800e-001  -5.000000e-001  5.000000e+000  6.256300e+002  
1.968200e-001  1.756100e-001  1.147100e+002  8.463700e-001  1.374300e-001  8.690600e-001  1.555900e-001  1.117400e+002  1.105400e-001  -9.573100e-002  5.937400e-001  4.807300e-001  9.316500e-001  2.872400e+005  
-1.440900e-001  9.800300e-001  3.038500e+002  1.388400e+000  1.720100e-001  8.211900e-001  1.760600e-001  1.297400e+002  2.798800e-001  -4.911200e-003  1.779200e-001  -5.511400e-003  -4.962100e-002  3.651000e+003  
1.097300e-002  4.276800e-001  3.292100e+002  1.695900e+000  4.400200e-002  8.895500e-001  5.110700e-002  5.742400e+001  8.097100e-001  3.575000e-001  4.389900e-001  3.011100e-001  2.385600e+000  2.417700e+004  
-8.543300e-002  1.431500e-001  7.796600e+001  5.085300e-001  1.331800e-001  8.351000e-001  2.588300e-001  4.932700e+001  9.008800e-001  2.560500e-001  -4.240200e-001  5.596400e-001  4.223200e+000  1.299900e+004  
-1.422500e-001  2.449700e-001  3.338400e+002  1.491300e+000  5.019100e-002  8.980000e-001  4.805800e-002  2.889000e+001  2.451200e-001  2.962000e-001  1.274800e-001  -1.140700e-001  1.546800e+000  2.579600e+003  
-6.890100e-002  9.250800e-001  1.922900e+002  1.887400e+000  1.410100e-001  9.203600e-001  1.618500e-001  1.713000e+001  1.532300e-001  1.380200e-001  4.593700e-002  -9.563100e-002  2.000900e+000  6.411700e+003  
4.378700e-002  2.093500e-001  1.497900e+002  8.801100e-001  7.101200e-002  8.532400e-001  5.754800e-002  3.185900e+001  3.183000e-001  1.763700e-001  -6.807500e-001  5.598500e-001  2.435400e+000  4.193200e+004  
1.339400e-001  5.083700e-001  3.161500e+002  6.036600e-001  1.574500e-001  9.299800e-001  6.975700e-002  3.690200e+001  8.980900e-001  2.274300e-001  1.790700e-001  4.908100e-001  -1.560100e+000  1.433700e+005  
2.019600e-002  4.248400e-001  5.997100e+001  1.363200e+000  6.805100e-002  8.166400e-001  4.960300e-002  1.180500e+002  4.889600e-001  3.764400e-001  -3.013000e-001  -2.004100e-001  4.889300e+000  1.947800e+004  
-1.677200e-002  2.234900e-001  2.666100e+002  1.955500e+000  9.913900e-002  8.592500e-001  2.843800e-001  7.616500e+001  7.013500e-002  2.790000e-001  4.185600e-001  5.505300e-002  3.411500e+000  6.736900e+003  
1.341700e-001  4.477900e-002  2.812200e+002  1.199300e+000  1.138600e-001  9.578500e-001  2.136000e-001  1.080700e+002  9.584100e-001  6.516400e-002  7.445500e-001  2.145100e-001  -6.479100e-001  1.329300e+005  
-2.000000e-001  1.778600e-001  3.266100e+002  1.827800e+000  0.000000e+000  8.665300e-001  1.813600e-001  1.042100e+001  1.996200e-001  7.255100e-002  -8.000000e-001  -5.000000e-001  5.000000e+000  1.498500e+003  
-2.000000e-001  0.000000e+000  4.500000e+002  1.573500e+000  3.645300e-002  8.329400e-001  1.937100e-001  1.365000e+001  1.863200e-001  3.988300e-001  -8.000000e-001  4.114800e-001  5.000000e+000  7.466400e+002  
-2.000000e-001  4.885300e-001  2.695100e+002  2.000000e+000  4.039500e-002  8.593900e-001  1.232900e-001  3.128100e+001  6.790700e-003  3.515300e-001  7.430800e-002  -2.848400e-001  -2.629800e+000  6.025800e+002  
-1.964800e-001  0.000000e+000  4.500000e+002  1.924700e+000  1.874300e-001  9.073700e-001  1.615600e-001  5.000000e+000  5.780500e-001  5.986800e-002  -1.815900e-001  -7.630500e-002  -4.837900e+000  1.601100e+003  
-2.000000e-001  3.799500e-002  4.500000e+002  1.899800e+000  1.516400e-001  8.545300e-001  2.682600e-001  5.000000e+000  0.000000e+000  3.220200e-001  -3.289600e-001  6.000000e-001  -7.070400e-001  7.662300e+002  
-2.000000e-001  0.000000e+000  4.500000e+002  2.000000e+000  4.266100e-002  8.511600e-001  2.227000e-001  5.000000e+000  0.000000e+000  2.722100e-001  3.344700e-001  5.845500e-001  5.000000e+000  2.120400e+002  
-1.981000e-001  2.804400e-001  2.470600e+002  1.584400e+000  1.547200e-001  8.000000e-001  7.906600e-002  5.000000e+000  0.000000e+000  2.520500e-001  1.843300e-001  3.670200e-001  5.000000e+000  9.545300e+002  
-1.991700e-001  0.000000e+000  4.500000e+002  2.000000e+000  2.000000e-001  8.714200e-001  1.757900e-001  5.000000e+000  0.000000e+000  1.393800e-001  4.676700e-001  6.000000e-001  5.000000e+000  2.274900e+002  
-1.974100e-001  5.658400e-001  2.616500e+002  1.578200e+000  1.872400e-001  8.248500e-001  9.906200e-002  5.000000e+000  2.344700e-002  3.123200e-001  7.889000e-001  6.000000e-001  5.000000e+000  4.434500e+002  
-2.000000e-001  3.392400e-001  4.203900e+002  1.498700e+000  5.722000e-002  8.405400e-001  1.531500e-001  6.267600e+001  3.785500e-001  9.905000e-002  3.192100e-001  -2.884400e-001  1.826100e+000  1.586200e+003  
-1.981100e-001  5.954700e-001  2.725000e+002  2.000000e+000  2.000000e-001  8.000000e-001  2.430700e-001  3.651200e+001  1.924100e-001  4.000000e-001  -4.083800e-001  6.000000e-001  4.778200e+000  7.783000e+002  
-2.000000e-001  0.000000e+000  3.361900e+002  2.000000e+000  4.722100e-002  8.497400e-001  1.548900e-001  4.733900e+001  0.000000e+000  3.619500e-001  3.975900e-001  -3.120800e-002  -1.134200e+000  2.214300e+002  
-2.000000e-001  0.000000e+000  4.500000e+002  2.000000e+000  2.000000e-001  8.000000e-001  2.906500e-001  2.137600e+001  0.000000e+000  4.000000e-001  -5.919800e-001  4.753900e-001  4.318500e+000  2.216900e+002  
-1.995800e-001  2.943700e-001  4.054800e+002  1.857800e+000  2.000000e-001  8.000000e-001  1.865000e-001  5.117800e+001  0.000000e+000  4.000000e-001  3.393600e-001  6.000000e-001  1.390000e+000  1.381800e+003  
-1.998400e-001  2.551100e-001  2.792900e+002  1.750400e+000  1.806000e-003  8.899200e-001  1.649800e-001  2.679100e+001  3.228400e-001  1.209500e-001  -6.759600e-001  -2.638200e-001  2.297000e+000  2.452300e+003  
-1.997700e-001  2.649200e-001  3.108300e+002  1.777300e+000  5.135500e-002  8.674400e-001  1.703600e-001  3.288800e+001  2.421300e-001  1.907100e-001  -4.221300e-001  -4.786600e-002  2.070300e+000  1.348400e+003  
-2.000000e-001  4.552100e-001  2.741400e+002  1.732100e+000  2.485800e-002  8.000000e-001  2.610500e-001  6.523700e+001  0.000000e+000  4.000000e-001  -3.199500e-002  4.665400e-001  5.000000e+000  2.653400e+003  
-1.995800e-001  3.414100e-001  3.181100e+002  1.780200e+000  6.550100e-002  8.088600e-001  2.361800e-001  5.017800e+001  1.257000e-002  3.336800e-001  -6.939400e-002  3.308300e-001  5.000000e+000  4.172800e+002  
-1.982400e-001  0.000000e+000  4.500000e+002  2.000000e+000  2.000000e-001  8.839200e-001  2.492100e-001  7.623300e+001  3.348500e-001  4.000000e-001  2.586800e-001  6.000000e-001  -4.920600e-001  1.854000e+003  
-1.993900e-001  2.972700e-001  4.500000e+002  2.000000e+000  1.333900e-001  8.000000e-001  8.110600e-002  4.766000e+001  1.123300e-001  1.991100e-001  -2.674500e-001  -4.504600e-002  5.000000e+000  4.056800e+002  
-2.000000e-001  3.228000e-002  4.276900e+002  1.626000e+000  1.352200e-001  8.588000e-001  2.442700e-001  5.344000e+001  0.000000e+000  1.689400e-001  1.445200e-001  3.109200e-001  5.000000e+000  3.540700e+002  
-1.989900e-001  2.526400e-001  2.675000e+002  2.000000e+000  6.079200e-002  9.091600e-001  2.613700e-001  7.756100e+001  1.193900e-001  1.542600e-001  -1.472400e-002  1.040800e-002  3.646800e+000  1.041000e+003  
-1.987300e-001  0.000000e+000  4.206900e+002  1.698800e+000  1.007100e-001  8.848400e-001  1.008000e-001  5.616300e+001  9.782400e-002  4.000000e-001  1.286600e-001  1.590100e-001  -1.248900e-001  6.774300e+002  
-2.000000e-001  4.266200e-001  2.803000e+002  1.643200e+000  1.821000e-001  8.040900e-001  4.187500e-002  2.789500e+001  0.000000e+000  2.836000e-001  -7.704700e-001  6.000000e-001  5.000000e+000  1.038200e+003  
-1.991200e-001  6.881900e-002  4.500000e+002  2.000000e+000  1.333300e-001  8.959200e-001  2.399700e-001  6.084800e+001  0.000000e+000  3.671200e-001  2.292100e-001  6.000000e-001  1.074200e+000  1.096000e+003  
-1.991200e-001  0.000000e+000  4.500000e+002  2.000000e+000  5.551500e-002  8.779400e-001  3.000000e-001  3.441900e+001  1.667600e-001  2.569100e-001  5.642200e-001  6.593300e-002  2.244100e+000  6.869100e+002  
-1.996100e-001  1.181700e-001  3.169000e+002  2.000000e+000  2.000000e-001  8.589700e-001  1.365000e-001  5.000000e+000  8.561600e-002  1.588500e-001  -9.511800e-003  5.523100e-001  -1.071200e+000  1.773800e+003  
-1.997100e-001  1.464600e-001  3.501700e+002  2.000000e+000  1.579500e-001  8.542300e-001  1.596500e-001  5.000000e+000  6.421200e-002  2.191400e-001  -7.019000e-002  3.827800e-001  4.466300e-001  1.208800e+003  
-1.998500e-001  1.860600e-001  3.967600e+002  1.698900e+000  8.423800e-002  8.475800e-001  1.920400e-001  6.128900e+001  3.424600e-002  3.035400e-001  -1.551400e-001  1.454300e-001  2.571500e+000  4.501900e+002  
-1.997800e-001  0.000000e+000  4.500000e+002  2.000000e+000  1.710500e-001  8.615900e-001  2.272900e-001  5.989600e+001  0.000000e+000  4.000000e-001  3.156700e-001  5.286400e-001  9.255500e-002  2.211400e+002  
-2.000000e-001  1.603400e-001  4.500000e+002  1.854500e+000  1.907000e-001  8.072900e-001  1.162100e-001  5.000000e+000  0.000000e+000  4.000000e-001  1.011100e-001  5.908800e-001  -7.758700e-001  1.573600e+003  
-1.997800e-001  1.834100e-001  4.190600e+002  1.890900e+000  1.582200e-001  8.327600e-001  1.525000e-001  2.095100e+001  0.000000e+000  3.654900e-001  7.215400e-002  4.457600e-001  3.298100e-001  1.514400e+003  
-1.994100e-001  2.157200e-001  3.483300e+002  1.941800e+000  1.127500e-001  8.684100e-001  2.033000e-001  4.736900e+001  5.287500e-002  2.669100e-001  3.161100e-002  2.426000e-001  1.877800e+000  5.070500e+002  
-1.810200e-001  0.000000e+000  4.500000e+002  2.000000e+000  1.611400e-001  8.664200e-001  1.016800e-001  1.080900e+002  0.000000e+000  4.000000e-001  -4.684000e-001  -5.000000e-001  5.000000e+000  2.222400e+002  
-2.000000e-001  4.615500e-001  3.047600e+002  2.000000e+000  9.121600e-002  8.000000e-001  2.314500e-002  8.489500e+001  5.974900e-001  3.031700e-001  -6.560100e-001  -1.630700e-001  5.000000e+000  6.869200e+002  
-2.000000e-001  0.000000e+000  4.020600e+002  1.521100e+000  1.511300e-001  8.000000e-001  1.232800e-001  4.808300e+001  5.938800e-001  3.442800e-001  -2.718300e-001  -7.098000e-002  5.000000e+000  5.375500e+002  
-1.781000e-001  0.000000e+000  3.037500e+002  2.000000e+000  1.666800e-001  8.883300e-001  2.853400e-001  7.603200e+001  0.000000e+000  4.000000e-001  1.639300e-001  2.334000e-001  5.000000e+000  2.222800e+002  
-2.000000e-001  1.816600e-001  4.500000e+002  1.162600e+000  6.493500e-002  8.437900e-001  2.008700e-001  5.355300e+001  3.710500e-001  3.520000e-001  -8.000000e-001  -1.377300e-001  5.000000e+000  7.266800e+002  
-1.954200e-001  4.244000e-001  2.764900e+002  2.000000e+000  6.418700e-002  9.020800e-001  3.000000e-001  7.279300e+001  3.475000e-001  9.378200e-002  -2.184400e-001  -1.051000e-001  1.796400e+000  1.671700e+003  
-2.000000e-001  2.409000e-001  4.500000e+002  1.371500e+000  8.036200e-003  8.893800e-001  3.000000e-001  4.157000e+001  1.294100e-002  4.000000e-001  -5.067600e-001  6.000000e-001  5.000000e+000  2.683700e+003  
-2.000000e-001  2.383200e-001  4.500000e+002  1.453300e+000  4.725600e-002  8.670300e-001  2.588900e-001  5.464500e+001  1.378600e-001  4.000000e-001  -4.597500e-001  3.700700e-001  4.732800e+000  1.363700e+003  
-1.930100e-001  0.000000e+000  3.438200e+002  1.611900e+000  6.945400e-002  8.000000e-001  7.622300e-002  1.137900e+002  4.326900e-001  4.000000e-001  -2.599400e-001  5.759700e-001  5.000000e+000  1.091900e+003  
-1.919300e-001  0.000000e+000  4.500000e+002  1.935100e+000  1.226600e-001  8.261900e-001  2.514500e-001  1.300000e+002  0.000000e+000  2.770100e-001  -4.708500e-001  -3.811100e-001  5.000000e+000  2.227600e+002  
-2.000000e-001  4.197900e-001  2.087200e+002  2.000000e+000  8.462400e-002  8.705400e-001  2.310400e-001  5.000000e+000  0.000000e+000  1.365100e-001  -2.930100e-001  1.360100e-001  5.000000e+000  1.055800e+003  
