Stname     observed       L95PPU         U95PPU       Best_Sim
FLOW_OUT_7.txt  10.060000      0.052293       4.016206       2.330000       
FLOW_OUT_7.txt  8.250000       0.050486       4.043188       2.333000       
FLOW_OUT_7.txt  14.400000      0.048940       4.072991       2.336000       
FLOW_OUT_7.txt  66.620003      0.057917       4.113763       2.355000       
FLOW_OUT_7.txt  88.949997      0.367703       4.548038       2.735000       
FLOW_OUT_7.txt  138.669998     0.796871       4.874253       3.009000       
FLOW_OUT_7.txt  122.690002     1.742347       11.265311      2.982000       
FLOW_OUT_7.txt  285.640015     0.079272       4.563726       2.663000       
FLOW_OUT_7.txt  254.139999     0.069794       4.563105       2.658000       
FLOW_OUT_7.txt  151.619995     0.068895       4.592016       2.669000       
FLOW_OUT_7.txt  48.040001      0.065969       4.614253       2.676000       
FLOW_OUT_7.txt  14.620000      0.062990       4.633682       2.679000       
FLOW_OUT_7.txt  5.410000       0.060284       4.651260       2.680000       
FLOW_OUT_7.txt  12.660000      0.057950       4.670732       2.683000       
FLOW_OUT_7.txt  37.650002      0.056639       4.694009       2.688000       
FLOW_OUT_7.txt  109.150002     1.420906       10.337626      3.530000       
FLOW_OUT_7.txt  67.889999      0.064316       4.773011       2.897000       
FLOW_OUT_7.txt  77.660004      0.062681       4.817760       2.911000       
FLOW_OUT_7.txt  112.949997     0.061941       4.854158       2.923000       
FLOW_OUT_7.txt  146.029999     0.060611       4.888648       2.933000       
FLOW_OUT_7.txt  244.229996     0.061240       4.921396       2.944000       
FLOW_OUT_7.txt  272.320007     0.785896       5.002496       2.977000       
FLOW_OUT_7.txt  184.839996     0.061235       4.988680       2.994000       
FLOW_OUT_7.txt  25.330000      0.059455       5.016599       3.001000       
FLOW_OUT_7.txt  14.940000      0.057551       5.042641       3.006000       
FLOW_OUT_7.txt  13.710000      0.056121       5.069649       3.011000       
FLOW_OUT_7.txt  34.990002      0.055276       5.100431       3.018000       
FLOW_OUT_7.txt  42.610001      0.054010       5.133056       3.026000       
FLOW_OUT_7.txt  46.639999      0.052921       5.166627       3.035000       
FLOW_OUT_7.txt  51.619999      0.053357       5.201233       3.046000       
FLOW_OUT_7.txt  75.379997      0.052697       5.233897       3.056000       
