LogPriorPdf	LogLikeli	LogPostPdf
-3.800126	-1506.6282	-1510.4284
-3.800126	-1506.6282	-1510.4284
-3.800126	-1506.6282	-1510.4284
-3.800126	-1506.6282	-1510.4284
-3.800126	-1506.6282	-1510.4284
-3.800126	-1506.6282	-1510.4284
-3.800126	-1492.8505	-1496.6507
-3.800126	-1484.9019	-1488.702
-3.800126	-1478.8096	-1482.6098
-3.800126	-1478.8096	-1482.6098
