19790101
7.750,3.210
13.020,5.780
10.280,6.960
11.800,3.210
9.780,4.350
13.970,3.760
16.580,2.760
18.110,4.420
20.070,4.870
22.590,8.180
20.360,10.450
6.380,1.720
9.080,1.240
3.340,-0.880
-0.170,-1.350
5.970,-0.510
16.750,6.390
4.800,2.980
4.840,2.530
7.160,4.100
5.630,4.330
5.710,4.290
9.730,5.410
11.070,7.720
13.750,4.300
17.370,5.270
20.070,8.550
20.740,8.370
9.520,2.560
2.320,-2.650
-2.200,-5.130
2.550,-5.570
9.040,-3.730
5.170,4.310
6.680,5.260
10.150,1.150
12.790,1.140
10.830,6.530
17.200,9.130
17.540,10.460
12.520,9.980
11.050,10.500
11.850,10.570
13.500,11.820
16.410,10.890
11.530,0.830
16.220,0.510
20.900,1.360
20.080,4.110
14.210,9.360
21.310,10.290
20.610,17.100
24.580,14.840
15.250,8.890
17.140,8.690
7.880,3.920
12.980,2.770
9.600,3.270
14.120,3.180
11.170,4.230
5.580,4.310
8.310,0.890
14.670,0.940
12.140,10.170
14.990,11.240
18.740,12.770
16.130,14.980
18.670,13.390
23.040,13.190
15.440,5.240
5.680,4.220
5.690,4.180
7.060,3.960
7.520,4.810
7.800,6.560
8.000,6.660
8.920,8.060
9.180,8.440
10.310,5.060
18.110,4.340
12.160,10.970
13.990,8.450
13.170,6.080
9.830,6.720
12.160,10.010
14.210,10.560
17.410,13.880
21.770,18.260
23.340,17.430
25.800,20.610
21.480,8.990
8.370,8.000
10.680,8.530
13.760,8.450
10.960,9.970
16.200,11.290
17.210,12.610
19.570,12.360
13.970,12.400
16.790,13.650
21.560,15.150
23.870,14.830
16.000,10.910
21.070,11.490
19.950,16.230
22.390,17.150
22.530,17.550
21.300,17.340
21.890,15.600
23.230,14.970
27.750,14.460
26.240,16.260
26.660,19.970
27.130,19.720
22.070,19.880
24.300,10.890
25.730,12.590
24.610,17.240
24.650,18.470
27.320,18.700
17.240,13.940
17.940,14.440
14.920,13.710
21.020,15.090
24.540,17.580
23.030,17.790
18.800,15.610
26.450,17.180
26.470,18.780
23.430,19.050
24.250,19.030
25.990,20.900
22.840,17.960
18.380,16.810
16.740,13.370
17.570,14.780
23.060,13.540
23.470,14.480
25.450,16.550
27.460,16.180
29.380,18.370
28.580,17.040
26.500,17.250
26.340,18.940
23.410,19.750
24.970,20.430
20.840,17.440
19.250,17.090
22.090,18.370
26.200,17.250
28.190,17.180
29.430,19.370
27.520,21.130
27.110,20.440
27.450,21.780
24.810,21.270
23.850,20.330
26.400,20.480
29.780,16.860
31.010,20.930
24.660,18.010
19.890,17.710
22.940,17.460
26.760,18.310
27.790,17.490
29.220,21.050
29.680,21.090
20.820,20.110
26.760,21.400
26.000,21.750
23.480,20.760
26.530,21.650
29.350,22.040
30.170,22.960
28.890,22.690
26.820,23.140
28.160,23.980
28.230,23.370
24.330,21.510
23.690,22.850
29.000,22.930
28.360,23.490
29.160,23.500
31.450,22.570
32.360,23.450
33.850,24.540
31.460,25.250
31.030,23.780
32.210,23.880
32.690,23.680
32.180,25.170
30.030,23.240
30.320,23.430
32.060,23.380
32.280,23.340
31.990,22.990
31.080,22.310
30.600,22.340
31.380,22.560
30.060,22.170
26.370,21.990
31.420,22.650
32.140,23.190
32.890,23.100
32.100,23.670
31.950,21.160
24.880,19.900
31.060,23.390
31.410,24.700
30.070,24.730
29.980,23.230
32.210,22.480
31.320,24.330
27.230,24.500
30.610,22.100
31.090,22.050
32.570,22.950
33.070,24.000
33.300,24.560
32.370,23.550
32.220,22.250
29.660,22.470
29.380,23.120
28.600,23.580
31.910,22.900
31.850,22.740
32.940,23.070
31.720,23.570
32.630,23.850
30.400,23.430
30.320,23.050
28.280,23.830
24.580,22.870
27.060,23.430
29.430,23.560
28.210,23.110
29.110,21.400
30.330,22.510
31.540,22.340
26.620,21.250
27.610,22.250
30.060,21.950
29.220,22.220
29.260,22.280
24.330,20.320
25.980,20.570
25.910,21.070
29.120,23.080
27.540,23.150
28.640,21.330
28.100,21.250
24.450,20.600
22.950,20.560
25.650,19.990
29.020,20.500
30.130,21.120
31.050,21.670
30.480,21.380
30.720,20.840
28.370,20.610
27.230,21.010
28.580,21.040
29.760,21.870
30.050,20.230
30.670,20.160
29.880,21.370
23.880,18.220
20.420,18.110
22.420,16.510
22.800,13.500
23.470,13.750
23.440,13.370
23.990,14.280
24.380,14.730
25.150,14.140
23.960,11.010
22.360,10.030
22.180,9.890
23.760,9.800
23.190,10.130
23.400,10.670
24.360,10.810
24.590,11.490
25.400,11.070
24.670,9.530
25.390,9.890
26.580,11.900
26.410,13.010
26.930,13.910
23.380,14.880
21.380,9.810
22.970,10.120
24.050,9.620
23.040,5.020
23.160,6.070
23.920,6.890
25.460,8.550
26.530,10.080
21.580,11.810
24.740,11.100
24.980,9.940
25.690,10.060
25.500,9.340
25.740,8.590
25.860,8.660
23.790,10.110
26.470,13.280
27.230,15.520
19.630,7.080
20.160,5.590
23.130,7.600
25.460,12.890
25.320,14.060
26.590,12.280
18.310,10.190
10.340,7.260
13.690,1.310
16.370,2.450
20.930,5.770
21.670,7.690
12.420,5.600
6.740,-2.970
11.860,-2.040
14.730,4.540
13.300,8.190
8.440,3.140
9.380,-0.600
9.740,2.710
13.410,0.420
8.410,0.670
8.940,3.220
13.120,-2.170
13.540,-0.190
15.860,3.850
14.750,1.730
17.160,1.470
16.270,2.450
19.660,7.940
22.810,11.400
21.050,9.120
20.880,7.720
21.400,6.780
20.880,7.450
17.960,8.030
16.060,8.960
10.160,1.730
13.520,0.430
14.440,-0.370
15.440,0.200
17.390,0.680
18.450,3.310
19.460,9.070
21.830,9.660
22.660,9.110
21.220,10.020
12.880,7.550
7.560,3.390
9.150,0.960
9.850,-0.030
11.910,-0.630
12.750,0.020
15.690,1.040
17.280,2.730
20.170,3.410
20.950,5.460
19.900,8.490
20.490,7.620
12.230,4.820
4.240,1.690
5.270,2.080
5.600,0.510
10.000,-1.460
11.450,-1.560
11.690,-1.820
14.700,-2.410
15.580,0.210
8.300,3.170
3.680,2.100
7.400,-0.600
12.870,-1.720
5.960,1.790
8.270,0.880
12.070,0.270
9.540,4.910
10.470,4.310
5.660,-1.200
11.160,-1.480
14.030,4.880
19.070,7.610
19.770,7.580
19.110,8.190
19.510,8.800
13.700,9.600
7.350,-0.150
-0.970,-4.800
1.230,-4.980
1.160,-2.010
-0.270,-1.150
0.780,-0.380
0.270,-2.460
0.360,-2.290
-0.230,-0.980
-0.760,-2.600
-1.990,-2.610
1.870,-2.550
3.260,0.610
8.470,1.510
5.330,1.830
6.330,2.650
5.040,2.320
12.090,2.190
13.590,4.420
17.300,4.880
19.000,10.510
16.460,9.960
9.190,6.660
12.550,6.650
10.210,7.430
9.480,8.220
15.300,9.340
15.400,11.570
13.700,8.630
12.210,2.720
15.950,2.150
17.360,12.240
15.980,11.030
15.220,10.540
17.730,13.770
11.910,7.620
10.470,7.580
13.310,11.180
15.780,12.310
17.370,10.960
15.760,9.590
14.760,11.240
16.130,7.070
9.380,6.600
12.740,6.810
6.450,4.220
10.720,4.790
13.220,10.080
23.970,13.270
18.410,10.790
15.060,10.530
21.740,14.490
23.530,11.100
14.190,7.210
18.500,7.810
8.450,6.310
10.090,6.140
6.780,6.410
9.820,6.710
16.940,9.240
19.490,13.180
21.160,13.930
16.250,8.130
10.230,6.400
16.620,7.230
14.660,13.270
24.090,14.570
26.890,18.420
18.650,12.800
20.540,13.440
19.410,16.920
20.680,16.180
16.160,15.040
22.530,15.700
18.970,16.990
17.800,6.150
7.950,5.440
19.610,5.670
21.540,8.680
24.380,10.560
24.390,12.810
22.860,17.590
19.600,16.830
22.000,17.380
23.060,18.410
21.630,17.470
18.750,10.520
10.650,9.040
12.450,9.780
19.710,12.140
20.880,17.230
21.510,15.780
20.270,15.380
20.590,17.370
21.450,17.810
23.910,18.850
24.350,19.860
26.310,19.560
21.310,18.540
20.840,17.030
15.790,14.260
23.900,14.880
22.180,18.010
21.570,18.190
26.550,20.230
25.860,20.490
29.080,20.160
25.130,19.600
19.340,16.230
23.280,16.030
25.200,17.470
27.590,18.840
20.040,17.040
23.130,17.740
28.510,20.500
28.930,21.160
28.250,21.110
28.060,19.310
20.460,11.510
23.530,12.890
25.810,15.300
26.770,19.120
23.240,20.100
24.850,22.710
23.920,19.220
23.610,16.440
18.570,14.450
24.020,17.300
23.940,19.890
26.190,22.240
26.810,22.540
26.260,21.870
25.370,22.170
29.670,21.730
31.680,22.210
31.280,22.250
28.370,21.320
29.520,21.230
31.500,22.290
30.490,21.780
31.640,21.980
31.770,21.960
32.380,23.150
28.220,23.120
25.520,22.120
31.330,21.470
30.850,22.040
30.730,20.570
31.870,24.560
31.700,24.350
31.740,23.280
24.140,22.440
29.930,23.130
32.220,21.400
32.740,22.370
33.520,24.100
33.090,23.520
31.450,23.260
28.410,22.060
26.480,22.550
31.190,23.100
31.980,23.090
29.700,24.110
31.450,23.770
30.600,26.110
26.150,21.920
23.090,20.610
26.870,21.460
29.950,22.470
31.720,22.550
30.430,22.820
